date,day_of_week,hour,interval,channel,skill_group,calls_received,avg_handle_time,agents_available,holiday,sla_achieved
2026-02-10,Tuesday,9,09:00-10:00,Email,Technical,19,535,4,0,90.74
2026-02-10,Tuesday,9,09:00-10:00,Email,Sales,10,704,1,0,39.18
2026-02-10,Tuesday,9,09:00-10:00,Email,General,8,546,1,0,92.47
2026-02-10,Tuesday,10,10:00-11:00,Voice,Billing,31,301,2,0,56.31
2026-02-10,Tuesday,10,10:00-11:00,Voice,Technical,50,359,3,0,47.1
2026-02-10,Tuesday,10,10:00-11:00,Voice,Sales,37,342,2,0,48.69
2026-02-10,Tuesday,10,10:00-11:00,Voice,General,23,299,3,0,93.74
2026-02-10,Tuesday,10,10:00-11:00,Chat,Billing,21,329,1,0,37.1
2026-02-10,Tuesday,10,10:00-11:00,Chat,Technical,30,355,3,0,94.94
2026-02-10,Tuesday,10,10:00-11:00,Chat,Sales,31,506,3,0,52.58
2026-02-10,Tuesday,10,10:00-11:00,Chat,General,11,500,1,0,92.93
2026-02-10,Tuesday,10,10:00-11:00,Email,Billing,14,565,2,0,94.37
2026-02-10,Tuesday,10,10:00-11:00,Email,Technical,23,497,2,0,57.83
2026-02-10,Tuesday,10,10:00-11:00,Email,Sales,19,531,2,0,59.51
2026-02-10,Tuesday,10,10:00-11:00,Email,General,11,670,2,0,88.97
2026-02-10,Tuesday,11,11:00-12:00,Voice,Billing,25,314,1,0,37.63
2026-02-10,Tuesday,11,11:00-12:00,Voice,Technical,52,309,6,0,85.63
2026-02-10,Tuesday,11,11:00-12:00,Voice,Sales,40,281,4,0,92.51
2026-02-10,Tuesday,11,11:00-12:00,Voice,General,19,277,1,0,90.99
2026-02-10,Tuesday,11,11:00-12:00,Chat,Billing,23,393,3,0,87.4
2026-02-10,Tuesday,11,11:00-12:00,Chat,Technical,31,469,6,0,98.44
2026-02-10,Tuesday,11,11:00-12:00,Chat,Sales,31,448,2,0,43.25
2026-02-10,Tuesday,11,11:00-12:00,Chat,General,13,492,1,0,44.69
2026-02-10,Tuesday,11,11:00-12:00,Email,Billing,15,578,1,0,33.41
2026-02-10,Tuesday,11,11:00-12:00,Email,Technical,24,627,5,0,91.4
2026-02-10,Tuesday,11,11:00-12:00,Email,Sales,17,583,3,0,89.31
2026-02-10,Tuesday,11,11:00-12:00,Email,General,10,626,1,0,37.6
2026-02-10,Tuesday,12,12:00-13:00,Voice,Billing,27,314,2,0,93.71
2026-02-10,Tuesday,12,12:00-13:00,Voice,Technical,59,343,8,0,96.72
2026-02-10,Tuesday,12,12:00-13:00,Voice,Sales,48,303,4,0,92.28
2026-02-10,Tuesday,12,12:00-13:00,Voice,General,22,323,1,0,35.32
2026-02-10,Tuesday,12,12:00-13:00,Chat,Billing,21,461,3,0,94.41
2026-02-10,Tuesday,12,12:00-13:00,Chat,Technical,26,459,2,0,50.85
2026-02-10,Tuesday,12,12:00-13:00,Chat,Sales,34,460,5,0,91.44
2026-02-10,Tuesday,12,12:00-13:00,Chat,General,16,424,1,0,41.16
2026-02-10,Tuesday,12,12:00-13:00,Email,Billing,20,539,2,0,52.14
2026-02-10,Tuesday,12,12:00-13:00,Email,Technical,23,466,3,0,96.14
2026-02-10,Tuesday,12,12:00-13:00,Email,Sales,20,685,1,0,30.0
2026-02-10,Tuesday,12,12:00-13:00,Email,General,10,587,1,0,96.4
2026-02-10,Tuesday,13,13:00-14:00,Voice,Billing,46,285,4,0,96.81
2026-02-10,Tuesday,13,13:00-14:00,Voice,Technical,41,267,2,0,51.09
2026-02-10,Tuesday,13,13:00-14:00,Voice,Sales,35,283,3,0,90.94
2026-02-10,Tuesday,13,13:00-14:00,Voice,General,29,282,1,0,41.09
2026-02-10,Tuesday,13,13:00-14:00,Chat,Billing,21,413,2,0,98.12
2026-02-10,Tuesday,13,13:00-14:00,Chat,Technical,32,415,4,0,92.27
2026-02-10,Tuesday,13,13:00-14:00,Chat,Sales,39,523,4,0,56.58
2026-02-10,Tuesday,13,13:00-14:00,Chat,General,14,501,3,0,90.69
2026-02-10,Tuesday,13,13:00-14:00,Email,Billing,9,589,2,0,95.23
2026-02-10,Tuesday,13,13:00-14:00,Email,Technical,23,633,3,0,61.58
2026-02-10,Tuesday,13,13:00-14:00,Email,Sales,11,602,2,0,94.97
2026-02-10,Tuesday,13,13:00-14:00,Email,General,11,676,2,0,95.51
2026-02-10,Tuesday,14,14:00-15:00,Voice,Billing,52,282,3,0,61.35
2026-02-10,Tuesday,14,14:00-15:00,Voice,Technical,56,309,4,0,59.52
2026-02-10,Tuesday,14,14:00-15:00,Voice,Sales,47,270,4,0,85.72
2026-02-10,Tuesday,14,14:00-15:00,Voice,General,32,318,2,0,52.77
2026-02-10,Tuesday,14,14:00-15:00,Chat,Billing,15,456,2,0,96.99
2026-02-10,Tuesday,14,14:00-15:00,Chat,Technical,30,490,4,0,89.58
2026-02-10,Tuesday,14,14:00-15:00,Chat,Sales,28,475,6,0,85.93
2026-02-10,Tuesday,14,14:00-15:00,Chat,General,16,423,1,0,33.78
2026-02-10,Tuesday,14,14:00-15:00,Email,Billing,17,564,3,0,93.63
2026-02-10,Tuesday,14,14:00-15:00,Email,Technical,16,621,4,0,87.38
2026-02-10,Tuesday,14,14:00-15:00,Email,Sales,19,661,3,0,67.51
2026-02-10,Tuesday,14,14:00-15:00,Email,General,13,571,2,0,86.82
2026-02-10,Tuesday,15,15:00-16:00,Voice,Billing,31,291,1,0,31.79
2026-02-10,Tuesday,15,15:00-16:00,Voice,Technical,56,293,5,0,89.91
2026-02-10,Tuesday,15,15:00-16:00,Voice,Sales,32,303,5,0,90.73
2026-02-10,Tuesday,15,15:00-16:00,Voice,General,20,306,1,0,39.63
2026-02-10,Tuesday,15,15:00-16:00,Chat,Billing,12,430,1,0,98.24
2026-02-10,Tuesday,15,15:00-16:00,Chat,Technical,25,391,2,0,52.07
2026-02-10,Tuesday,15,15:00-16:00,Chat,Sales,29,427,4,0,85.81
2026-02-10,Tuesday,15,15:00-16:00,Chat,General,12,459,2,0,91.16
2026-02-10,Tuesday,15,15:00-16:00,Email,Billing,9,609,2,0,90.82
2026-02-10,Tuesday,15,15:00-16:00,Email,Technical,16,534,1,0,36.09
2026-02-10,Tuesday,15,15:00-16:00,Email,Sales,10,637,2,0,98.17
2026-02-10,Tuesday,15,15:00-16:00,Email,General,5,636,1,0,93.55
2026-02-10,Tuesday,16,16:00-17:00,Voice,Billing,20,290,1,0,89.88
2026-02-10,Tuesday,16,16:00-17:00,Voice,Technical,33,293,2,0,61.92
2026-02-10,Tuesday,16,16:00-17:00,Voice,Sales,25,294,2,0,95.11
2026-02-10,Tuesday,16,16:00-17:00,Voice,General,12,270,1,0,93.37
2026-02-10,Tuesday,16,16:00-17:00,Chat,Billing,12,495,1,0,91.27
2026-02-10,Tuesday,16,16:00-17:00,Chat,Technical,22,559,5,0,92.04
2026-02-10,Tuesday,16,16:00-17:00,Chat,Sales,21,508,3,0,93.34
2026-02-10,Tuesday,16,16:00-17:00,Chat,General,13,455,1,0,96.04
2026-02-10,Tuesday,16,16:00-17:00,Email,Billing,5,639,1,0,93.9
2026-02-10,Tuesday,16,16:00-17:00,Email,Technical,10,610,2,0,94.11
2026-02-10,Tuesday,16,16:00-17:00,Email,Sales,13,641,1,0,31.2
2026-02-10,Tuesday,16,16:00-17:00,Email,General,3,560,1,0,90.42
2026-02-10,Tuesday,17,17:00-18:00,Voice,Billing,10,233,1,0,97.1
2026-02-10,Tuesday,17,17:00-18:00,Voice,Technical,23,335,1,0,38.75
2026-02-10,Tuesday,17,17:00-18:00,Voice,Sales,17,341,1,0,94.19
2026-02-10,Tuesday,17,17:00-18:00,Voice,General,14,330,3,0,92.09
2026-02-10,Tuesday,17,17:00-18:00,Chat,Billing,8,462,1,0,94.93
2026-02-10,Tuesday,17,17:00-18:00,Chat,Technical,14,387,1,0,93.1
2026-02-10,Tuesday,17,17:00-18:00,Chat,Sales,10,459,1,0,94.38
2026-02-10,Tuesday,17,17:00-18:00,Chat,General,6,400,1,0,89.3
2026-02-10,Tuesday,17,17:00-18:00,Email,Billing,4,490,1,0,88.66
2026-02-10,Tuesday,17,17:00-18:00,Email,Technical,12,518,1,0,43.49
2026-02-10,Tuesday,17,17:00-18:00,Email,Sales,4,627,1,0,94.09
2026-02-10,Tuesday,17,17:00-18:00,Email,General,4,570,2,0,95.37
2026-02-10,Tuesday,18,18:00-19:00,Voice,Billing,6,238,1,0,90.69
2026-02-10,Tuesday,18,18:00-19:00,Voice,Technical,6,292,1,0,90.62
2026-02-10,Tuesday,18,18:00-19:00,Voice,Sales,5,343,1,0,88.44
2026-02-10,Tuesday,18,18:00-19:00,Voice,General,5,329,1,0,92.87
2026-02-10,Tuesday,18,18:00-19:00,Chat,Billing,4,390,1,0,91.35
2026-02-10,Tuesday,18,18:00-19:00,Chat,Technical,1,477,1,0,92.41
2026-02-10,Tuesday,18,18:00-19:00,Chat,Sales,11,422,2,0,85.82
2026-02-10,Tuesday,18,18:00-19:00,Chat,General,2,433,1,0,88.01
2026-02-10,Tuesday,18,18:00-19:00,Email,Billing,0,737,2,0,87.85
2026-02-10,Tuesday,18,18:00-19:00,Email,Technical,4,628,1,0,89.57
2026-02-10,Tuesday,18,18:00-19:00,Email,Sales,2,520,1,0,93.38
2026-02-10,Tuesday,18,18:00-19:00,Email,General,2,494,1,0,89.08
2026-02-10,Tuesday,19,19:00-20:00,Voice,Billing,2,288,1,0,94.62
2026-02-10,Tuesday,19,19:00-20:00,Voice,Technical,1,316,1,0,93.43
2026-02-10,Tuesday,19,19:00-20:00,Voice,Sales,5,320,2,0,90.34
2026-02-10,Tuesday,19,19:00-20:00,Voice,General,1,309,1,0,89.33
2026-02-10,Tuesday,19,19:00-20:00,Chat,Billing,1,415,1,0,91.36
2026-02-10,Tuesday,19,19:00-20:00,Chat,Technical,3,442,1,0,87.76
2026-02-10,Tuesday,19,19:00-20:00,Chat,Sales,4,425,1,0,84.94
2026-02-10,Tuesday,19,19:00-20:00,Chat,General,2,428,1,0,93.67
2026-02-10,Tuesday,19,19:00-20:00,Email,Billing,1,546,1,0,91.7
2026-02-10,Tuesday,19,19:00-20:00,Email,Technical,1,509,1,0,97.82
2026-02-10,Tuesday,19,19:00-20:00,Email,Sales,0,611,1,0,87.52
2026-02-10,Tuesday,19,19:00-20:00,Email,General,0,572,1,0,88.2
2026-02-10,Tuesday,20,20:00-21:00,Voice,Billing,3,285,1,0,93.0
2026-02-10,Tuesday,20,20:00-21:00,Voice,Technical,2,272,1,0,88.19
2026-02-10,Tuesday,20,20:00-21:00,Voice,Sales,5,263,1,0,89.04
2026-02-10,Tuesday,20,20:00-21:00,Voice,General,3,268,2,0,88.35
2026-02-10,Tuesday,20,20:00-21:00,Chat,Billing,2,452,1,0,94.6
2026-02-10,Tuesday,20,20:00-21:00,Chat,Technical,1,504,1,0,89.19
2026-02-10,Tuesday,20,20:00-21:00,Chat,Sales,3,473,1,0,93.86
2026-02-10,Tuesday,20,20:00-21:00,Chat,General,1,446,1,0,89.72
2026-02-10,Tuesday,20,20:00-21:00,Email,Billing,2,546,2,0,96.03
2026-02-10,Tuesday,20,20:00-21:00,Email,Technical,4,574,1,0,92.37
2026-02-10,Tuesday,20,20:00-21:00,Email,Sales,0,586,1,0,95.12
2026-02-10,Tuesday,20,20:00-21:00,Email,General,0,662,1,0,84.17
2026-02-10,Tuesday,21,21:00-22:00,Voice,Billing,4,322,1,0,88.76
2026-02-10,Tuesday,21,21:00-22:00,Voice,Technical,17,360,1,0,34.46
2026-02-10,Tuesday,21,21:00-22:00,Voice,Sales,7,308,1,0,89.89
2026-02-10,Tuesday,21,21:00-22:00,Voice,General,9,305,1,0,92.42
2026-02-10,Tuesday,21,21:00-22:00,Chat,Billing,4,475,2,0,94.25
2026-02-10,Tuesday,21,21:00-22:00,Chat,Technical,8,452,1,0,95.3
2026-02-10,Tuesday,21,21:00-22:00,Chat,Sales,6,453,1,0,95.28
2026-02-10,Tuesday,21,21:00-22:00,Chat,General,5,427,1,0,93.42
2026-02-10,Tuesday,21,21:00-22:00,Email,Billing,3,527,1,0,93.28
2026-02-10,Tuesday,21,21:00-22:00,Email,Technical,4,539,1,0,89.85
2026-02-10,Tuesday,21,21:00-22:00,Email,Sales,4,695,1,0,92.01
2026-02-10,Tuesday,21,21:00-22:00,Email,General,1,626,1,0,90.26
2026-02-10,Tuesday,22,22:00-23:00,Voice,Billing,4,273,1,0,93.11
2026-02-10,Tuesday,22,22:00-23:00,Voice,Technical,4,278,1,0,91.18
2026-02-10,Tuesday,22,22:00-23:00,Voice,Sales,1,294,1,0,90.54
2026-02-10,Tuesday,22,22:00-23:00,Voice,General,4,286,1,0,93.02
2026-02-10,Tuesday,22,22:00-23:00,Chat,Billing,2,480,2,0,94.2
2026-02-10,Tuesday,22,22:00-23:00,Chat,Technical,3,540,1,0,88.19
2026-02-10,Tuesday,22,22:00-23:00,Chat,Sales,3,449,1,0,93.43
2026-02-10,Tuesday,22,22:00-23:00,Chat,General,1,466,1,0,87.67
2026-02-10,Tuesday,22,22:00-23:00,Email,Billing,1,584,1,0,92.5
2026-02-10,Tuesday,22,22:00-23:00,Email,Technical,2,685,2,0,93.81
2026-02-10,Tuesday,22,22:00-23:00,Email,Sales,2,557,1,0,92.04
2026-02-10,Tuesday,22,22:00-23:00,Email,General,0,539,1,0,87.88
2026-02-10,Tuesday,23,23:00-00:00,Voice,Billing,3,253,1,0,91.25
2026-02-10,Tuesday,23,23:00-00:00,Voice,Technical,6,347,1,0,94.07
2026-02-10,Tuesday,23,23:00-00:00,Voice,Sales,9,321,1,0,93.64
2026-02-10,Tuesday,23,23:00-00:00,Voice,General,3,356,1,0,94.36
2026-02-10,Tuesday,23,23:00-00:00,Chat,Billing,1,447,1,0,90.63
2026-02-10,Tuesday,23,23:00-00:00,Chat,Technical,9,330,1,0,90.3
2026-02-10,Tuesday,23,23:00-00:00,Chat,Sales,1,477,1,0,91.14
2026-02-10,Tuesday,23,23:00-00:00,Chat,General,2,484,1,0,96.44
2026-02-10,Tuesday,23,23:00-00:00,Email,Billing,1,641,1,0,90.24
2026-02-10,Tuesday,23,23:00-00:00,Email,Technical,1,577,1,0,91.36
2026-02-10,Tuesday,23,23:00-00:00,Email,Sales,5,615,1,0,92.42
2026-02-10,Tuesday,23,23:00-00:00,Email,General,1,553,2,0,82.24
2026-02-11,Wednesday,0,00:00-01:00,Voice,Billing,3,284,1,0,94.08
2026-02-11,Wednesday,0,00:00-01:00,Voice,Technical,5,274,1,0,86.11
2026-02-11,Wednesday,0,00:00-01:00,Voice,Sales,5,287,1,0,91.06
2026-02-11,Wednesday,0,00:00-01:00,Voice,General,7,278,1,0,91.43
2026-02-11,Wednesday,0,00:00-01:00,Chat,Billing,2,465,1,0,89.27
2026-02-11,Wednesday,0,00:00-01:00,Chat,Technical,11,464,2,0,93.98
2026-02-11,Wednesday,0,00:00-01:00,Chat,Sales,5,456,2,0,94.91
2026-02-11,Wednesday,0,00:00-01:00,Chat,General,3,435,1,0,93.06
2026-02-11,Wednesday,0,00:00-01:00,Email,Billing,1,560,1,0,92.84
2026-02-11,Wednesday,0,00:00-01:00,Email,Technical,4,613,2,0,91.78
2026-02-11,Wednesday,0,00:00-01:00,Email,Sales,4,658,1,0,92.54
2026-02-11,Wednesday,0,00:00-01:00,Email,General,1,581,1,0,94.07
2026-02-11,Wednesday,1,01:00-02:00,Voice,Billing,4,324,1,0,88.42
2026-02-11,Wednesday,1,01:00-02:00,Voice,Technical,4,333,1,0,91.78
2026-02-11,Wednesday,1,01:00-02:00,Voice,Sales,6,304,1,0,87.84
2026-02-11,Wednesday,1,01:00-02:00,Voice,General,3,306,1,0,93.86
2026-02-11,Wednesday,1,01:00-02:00,Chat,Billing,2,458,1,0,94.85
2026-02-11,Wednesday,1,01:00-02:00,Chat,Technical,2,464,1,0,93.22
2026-02-11,Wednesday,1,01:00-02:00,Chat,Sales,1,413,1,0,89.75
2026-02-11,Wednesday,1,01:00-02:00,Chat,General,2,401,1,0,91.29
2026-02-11,Wednesday,1,01:00-02:00,Email,Billing,1,649,1,0,93.09
2026-02-11,Wednesday,1,01:00-02:00,Email,Technical,1,593,1,0,88.04
2026-02-11,Wednesday,1,01:00-02:00,Email,Sales,2,648,1,0,90.46
2026-02-11,Wednesday,1,01:00-02:00,Email,General,0,548,1,0,89.67
2026-02-11,Wednesday,2,02:00-03:00,Voice,Billing,4,254,1,0,90.98
2026-02-11,Wednesday,2,02:00-03:00,Voice,Technical,7,319,1,0,92.08
2026-02-11,Wednesday,2,02:00-03:00,Voice,Sales,8,331,1,0,97.41
2026-02-11,Wednesday,2,02:00-03:00,Voice,General,1,232,1,0,93.28
2026-02-11,Wednesday,2,02:00-03:00,Chat,Billing,2,362,1,0,92.43
2026-02-11,Wednesday,2,02:00-03:00,Chat,Technical,5,544,1,0,95.31
2026-02-11,Wednesday,2,02:00-03:00,Chat,Sales,3,450,1,0,96.77
2026-02-11,Wednesday,2,02:00-03:00,Chat,General,1,458,1,0,92.31
2026-02-11,Wednesday,2,02:00-03:00,Email,Billing,1,614,1,0,91.08
2026-02-11,Wednesday,2,02:00-03:00,Email,Technical,1,671,1,0,91.29
2026-02-11,Wednesday,2,02:00-03:00,Email,Sales,1,667,1,0,90.8
2026-02-11,Wednesday,2,02:00-03:00,Email,General,3,529,1,0,88.01
2026-02-11,Wednesday,3,03:00-04:00,Voice,Billing,9,317,1,0,83.63
2026-02-11,Wednesday,3,03:00-04:00,Voice,Technical,6,250,1,0,93.74
2026-02-11,Wednesday,3,03:00-04:00,Voice,Sales,8,344,1,0,88.87
2026-02-11,Wednesday,3,03:00-04:00,Voice,General,5,236,1,0,94.63
2026-02-11,Wednesday,3,03:00-04:00,Chat,Billing,3,406,1,0,90.0
2026-02-11,Wednesday,3,03:00-04:00,Chat,Technical,9,436,1,0,92.2
2026-02-11,Wednesday,3,03:00-04:00,Chat,Sales,4,478,1,0,92.87
2026-02-11,Wednesday,3,03:00-04:00,Chat,General,2,421,1,0,88.07
2026-02-11,Wednesday,3,03:00-04:00,Email,Billing,3,667,1,0,90.66
2026-02-11,Wednesday,3,03:00-04:00,Email,Technical,0,643,1,0,88.13
2026-02-11,Wednesday,3,03:00-04:00,Email,Sales,1,701,1,0,92.85
2026-02-11,Wednesday,3,03:00-04:00,Email,General,1,709,1,0,88.42
2026-02-11,Wednesday,4,04:00-05:00,Voice,Billing,2,302,1,0,96.25
2026-02-11,Wednesday,4,04:00-05:00,Voice,Technical,8,271,2,0,91.13
2026-02-11,Wednesday,4,04:00-05:00,Voice,Sales,8,300,1,0,89.83
2026-02-11,Wednesday,4,04:00-05:00,Voice,General,6,320,1,0,91.68
2026-02-11,Wednesday,4,04:00-05:00,Chat,Billing,6,467,2,0,91.41
2026-02-11,Wednesday,4,04:00-05:00,Chat,Technical,9,400,1,0,92.21
2026-02-11,Wednesday,4,04:00-05:00,Chat,Sales,8,522,1,0,92.79
2026-02-11,Wednesday,4,04:00-05:00,Chat,General,2,425,1,0,95.21
2026-02-11,Wednesday,4,04:00-05:00,Email,Billing,2,479,1,0,90.87
2026-02-11,Wednesday,4,04:00-05:00,Email,Technical,3,670,1,0,84.78
2026-02-11,Wednesday,4,04:00-05:00,Email,Sales,3,587,2,0,92.63
2026-02-11,Wednesday,4,04:00-05:00,Email,General,1,604,1,0,94.26
2026-02-11,Wednesday,5,05:00-06:00,Voice,Billing,6,289,1,0,91.94
2026-02-11,Wednesday,5,05:00-06:00,Voice,Technical,10,282,1,0,96.97
2026-02-11,Wednesday,5,05:00-06:00,Voice,Sales,9,299,1,0,92.06
2026-02-11,Wednesday,5,05:00-06:00,Voice,General,2,283,1,0,92.29
2026-02-11,Wednesday,5,05:00-06:00,Chat,Billing,6,377,2,0,88.81
2026-02-11,Wednesday,5,05:00-06:00,Chat,Technical,6,453,1,0,93.56
2026-02-11,Wednesday,5,05:00-06:00,Chat,Sales,9,461,1,0,92.54
2026-02-11,Wednesday,5,05:00-06:00,Chat,General,6,477,1,0,90.83
2026-02-11,Wednesday,5,05:00-06:00,Email,Billing,5,655,1,0,93.57
2026-02-11,Wednesday,5,05:00-06:00,Email,Technical,6,530,1,0,90.12
2026-02-11,Wednesday,5,05:00-06:00,Email,Sales,5,511,2,0,96.89
2026-02-11,Wednesday,5,05:00-06:00,Email,General,2,663,1,0,94.58
2026-02-11,Wednesday,6,06:00-07:00,Voice,Billing,3,305,1,0,92.84
2026-02-11,Wednesday,6,06:00-07:00,Voice,Technical,8,314,2,0,90.4
2026-02-11,Wednesday,6,06:00-07:00,Voice,Sales,8,344,1,0,86.64
2026-02-11,Wednesday,6,06:00-07:00,Voice,General,5,294,1,0,89.57
2026-02-11,Wednesday,6,06:00-07:00,Chat,Billing,5,454,1,0,87.6
2026-02-11,Wednesday,6,06:00-07:00,Chat,Technical,7,399,1,0,92.22
2026-02-11,Wednesday,6,06:00-07:00,Chat,Sales,3,479,1,0,89.03
2026-02-11,Wednesday,6,06:00-07:00,Chat,General,3,422,1,0,95.55
2026-02-11,Wednesday,6,06:00-07:00,Email,Billing,3,473,3,0,89.34
2026-02-11,Wednesday,6,06:00-07:00,Email,Technical,7,485,1,0,88.35
2026-02-11,Wednesday,6,06:00-07:00,Email,Sales,4,658,1,0,90.4
2026-02-11,Wednesday,6,06:00-07:00,Email,General,2,522,1,0,91.39
2026-02-11,Wednesday,7,07:00-08:00,Voice,Billing,4,329,2,0,90.09
2026-02-11,Wednesday,7,07:00-08:00,Voice,Technical,9,290,1,0,91.95
2026-02-11,Wednesday,7,07:00-08:00,Voice,Sales,10,284,2,0,93.21
2026-02-11,Wednesday,7,07:00-08:00,Voice,General,1,268,1,0,91.87
2026-02-11,Wednesday,7,07:00-08:00,Chat,Billing,3,509,1,0,90.12
2026-02-11,Wednesday,7,07:00-08:00,Chat,Technical,5,497,2,0,89.14
2026-02-11,Wednesday,7,07:00-08:00,Chat,Sales,6,411,1,0,92.9
2026-02-11,Wednesday,7,07:00-08:00,Chat,General,3,485,1,0,93.26
2026-02-11,Wednesday,7,07:00-08:00,Email,Billing,2,610,2,0,90.93
2026-02-11,Wednesday,7,07:00-08:00,Email,Technical,2,723,1,0,96.17
2026-02-11,Wednesday,7,07:00-08:00,Email,Sales,1,574,2,0,91.23
2026-02-11,Wednesday,7,07:00-08:00,Email,General,5,659,1,0,93.11
2026-02-11,Wednesday,8,08:00-09:00,Voice,Billing,16,292,1,0,95.6
2026-02-11,Wednesday,8,08:00-09:00,Voice,Technical,26,349,3,0,92.08
2026-02-11,Wednesday,8,08:00-09:00,Voice,Sales,30,305,3,0,90.13
2026-02-11,Wednesday,8,08:00-09:00,Voice,General,13,313,2,0,95.43
2026-02-11,Wednesday,8,08:00-09:00,Chat,Billing,12,467,2,0,86.94
2026-02-11,Wednesday,8,08:00-09:00,Chat,Technical,12,465,1,0,93.18
2026-02-11,Wednesday,8,08:00-09:00,Chat,Sales,11,449,1,0,98.02
2026-02-11,Wednesday,8,08:00-09:00,Chat,General,4,464,1,0,91.45
2026-02-11,Wednesday,8,08:00-09:00,Email,Billing,3,638,1,0,93.48
2026-02-11,Wednesday,8,08:00-09:00,Email,Technical,11,641,1,0,41.24
2026-02-11,Wednesday,8,08:00-09:00,Email,Sales,6,690,1,0,91.55
2026-02-11,Wednesday,8,08:00-09:00,Email,General,5,578,1,0,96.15
2026-02-11,Wednesday,9,09:00-10:00,Voice,Billing,17,314,1,0,89.87
2026-02-11,Wednesday,9,09:00-10:00,Voice,Technical,29,312,1,0,36.91
2026-02-11,Wednesday,9,09:00-10:00,Voice,Sales,35,269,2,0,64.17
2026-02-11,Wednesday,9,09:00-10:00,Voice,General,16,372,2,0,92.59
2026-02-11,Wednesday,9,09:00-10:00,Chat,Billing,13,473,3,0,93.57
2026-02-11,Wednesday,9,09:00-10:00,Chat,Technical,27,395,2,0,50.61
2026-02-11,Wednesday,9,09:00-10:00,Chat,Sales,16,417,2,0,90.45
2026-02-11,Wednesday,9,09:00-10:00,Chat,General,16,458,1,0,48.08
2026-02-11,Wednesday,9,09:00-10:00,Email,Billing,8,579,1,0,89.8
2026-02-11,Wednesday,9,09:00-10:00,Email,Technical,9,557,1,0,95.54
2026-02-11,Wednesday,9,09:00-10:00,Email,Sales,12,618,3,0,92.94
2026-02-11,Wednesday,9,09:00-10:00,Email,General,8,636,2,0,95.29
2026-02-11,Wednesday,10,10:00-11:00,Voice,Billing,22,252,1,0,92.51
2026-02-11,Wednesday,10,10:00-11:00,Voice,Technical,35,345,4,0,94.55
2026-02-11,Wednesday,10,10:00-11:00,Voice,Sales,35,294,3,0,91.2
2026-02-11,Wednesday,10,10:00-11:00,Voice,General,15,281,1,0,88.3
2026-02-11,Wednesday,10,10:00-11:00,Chat,Billing,14,450,1,0,37.27
2026-02-11,Wednesday,10,10:00-11:00,Chat,Technical,32,450,1,0,30.0
2026-02-11,Wednesday,10,10:00-11:00,Chat,Sales,31,477,5,0,87.7
2026-02-11,Wednesday,10,10:00-11:00,Chat,General,8,497,1,0,100.0
2026-02-11,Wednesday,10,10:00-11:00,Email,Billing,10,552,2,0,87.68
2026-02-11,Wednesday,10,10:00-11:00,Email,Technical,11,602,1,0,39.36
2026-02-11,Wednesday,10,10:00-11:00,Email,Sales,20,553,2,0,60.96
2026-02-11,Wednesday,10,10:00-11:00,Email,General,8,571,1,0,90.51
2026-02-11,Wednesday,11,11:00-12:00,Voice,Billing,32,316,2,0,48.09
2026-02-11,Wednesday,11,11:00-12:00,Voice,Technical,48,300,2,0,35.94
2026-02-11,Wednesday,11,11:00-12:00,Voice,Sales,39,280,3,0,92.63
2026-02-11,Wednesday,11,11:00-12:00,Voice,General,28,257,2,0,93.92
2026-02-11,Wednesday,11,11:00-12:00,Chat,Billing,16,499,1,0,37.31
2026-02-11,Wednesday,11,11:00-12:00,Chat,Technical,36,431,3,0,50.18
2026-02-11,Wednesday,11,11:00-12:00,Chat,Sales,29,410,3,0,93.9
2026-02-11,Wednesday,11,11:00-12:00,Chat,General,13,394,1,0,92.64
2026-02-11,Wednesday,11,11:00-12:00,Email,Billing,12,568,1,0,34.65
2026-02-11,Wednesday,11,11:00-12:00,Email,Technical,19,546,2,0,56.24
2026-02-11,Wednesday,11,11:00-12:00,Email,Sales,16,596,4,0,94.13
2026-02-11,Wednesday,11,11:00-12:00,Email,General,6,621,1,0,94.4
2026-02-11,Wednesday,12,12:00-13:00,Voice,Billing,40,338,4,0,85.99
2026-02-11,Wednesday,12,12:00-13:00,Voice,Technical,68,311,8,0,93.9
2026-02-11,Wednesday,12,12:00-13:00,Voice,Sales,31,310,2,0,47.44
2026-02-11,Wednesday,12,12:00-13:00,Voice,General,33,318,2,0,63.33
2026-02-11,Wednesday,12,12:00-13:00,Chat,Billing,15,398,1,0,93.86
2026-02-11,Wednesday,12,12:00-13:00,Chat,Technical,29,423,2,0,38.55
2026-02-11,Wednesday,12,12:00-13:00,Chat,Sales,23,464,1,0,30.0
2026-02-11,Wednesday,12,12:00-13:00,Chat,General,10,466,1,0,87.08
2026-02-11,Wednesday,12,12:00-13:00,Email,Billing,10,432,1,0,94.07
2026-02-11,Wednesday,12,12:00-13:00,Email,Technical,17,626,2,0,56.26
2026-02-11,Wednesday,12,12:00-13:00,Email,Sales,29,678,5,0,65.74
2026-02-11,Wednesday,12,12:00-13:00,Email,General,9,548,1,0,87.13
2026-02-11,Wednesday,13,13:00-14:00,Voice,Billing,21,260,1,0,90.0
2026-02-11,Wednesday,13,13:00-14:00,Voice,Technical,43,293,4,0,94.72
2026-02-11,Wednesday,13,13:00-14:00,Voice,Sales,53,266,3,0,55.11
