date,hour,interval,channel,skill_group,calls_received,predicted_calls,baseline_calls,split,model
2026-02-15,7,07:00-08:00,Email,Billing,2,1.28,1.0,train,RandomForest
2026-02-15,7,07:00-08:00,Email,General,0,1.34,2.0,train,RandomForest
2026-02-15,7,07:00-08:00,Email,Sales,0,1.36,1.0,train,RandomForest
2026-02-15,7,07:00-08:00,Email,Technical,2,2.08,4.0,train,RandomForest
2026-02-15,7,07:00-08:00,Voice,Billing,4,2.25,3.0,train,RandomForest
2026-02-15,7,07:00-08:00,Voice,General,0,2.21,3.0,train,RandomForest
2026-02-15,7,07:00-08:00,Voice,Sales,6,4.0,3.0,train,RandomForest
2026-02-15,7,07:00-08:00,Voice,Technical,4,3.9,5.0,train,RandomForest
2026-02-15,8,08:00-09:00,Chat,Billing,2,6.22,5.0,train,RandomForest
2026-02-15,8,08:00-09:00,Chat,General,3,2.92,2.0,train,RandomForest
2026-02-15,8,08:00-09:00,Chat,Sales,5,6.52,6.0,train,RandomForest
2026-02-15,8,08:00-09:00,Chat,Technical,8,8.65,6.0,train,RandomForest
2026-02-15,8,08:00-09:00,Email,Billing,4,3.12,3.0,train,RandomForest
2026-02-15,8,08:00-09:00,Email,General,3,2.06,2.0,train,RandomForest
2026-02-15,8,08:00-09:00,Email,Sales,2,5.34,5.0,train,RandomForest
2026-02-15,8,08:00-09:00,Email,Technical,6,6.86,6.0,train,RandomForest
2026-02-15,8,08:00-09:00,Voice,Billing,6,6.21,5.0,train,RandomForest
2026-02-15,8,08:00-09:00,Voice,General,7,6.23,5.0,train,RandomForest
2026-02-15,8,08:00-09:00,Voice,Sales,7,7.39,7.0,train,RandomForest
2026-02-15,8,08:00-09:00,Voice,Technical,14,16.84,19.0,train,RandomForest
2026-02-15,9,09:00-10:00,Chat,Billing,9,6.8,4.0,train,RandomForest
2026-02-15,9,09:00-10:00,Chat,General,7,6.38,6.0,train,RandomForest
2026-02-15,9,09:00-10:00,Chat,Sales,11,10.77,11.0,train,RandomForest
2026-02-15,9,09:00-10:00,Chat,Technical,7,13.67,15.0,train,RandomForest
2026-02-15,9,09:00-10:00,Email,Billing,4,6.25,1.0,train,RandomForest
2026-02-15,9,09:00-10:00,Email,General,6,2.62,0.0,train,RandomForest
2026-02-15,9,09:00-10:00,Email,Sales,9,7.44,4.0,train,RandomForest
2026-02-15,9,09:00-10:00,Email,Technical,6,8.47,8.0,train,RandomForest
2026-02-15,9,09:00-10:00,Voice,Billing,7,11.57,12.0,train,RandomForest
2026-02-15,9,09:00-10:00,Voice,General,5,9.6,11.0,train,RandomForest
2026-02-15,9,09:00-10:00,Voice,Sales,8,13.48,13.0,train,RandomForest
2026-02-15,9,09:00-10:00,Voice,Technical,21,13.62,13.0,train,RandomForest
2026-02-15,10,10:00-11:00,Chat,Billing,9,6.84,5.0,train,RandomForest
2026-02-15,10,10:00-11:00,Chat,General,3,5.14,4.0,train,RandomForest
2026-02-15,10,10:00-11:00,Chat,Sales,12,10.26,8.0,train,RandomForest
2026-02-15,10,10:00-11:00,Chat,Technical,9,14.37,16.0,train,RandomForest
2026-02-15,10,10:00-11:00,Email,Billing,5,6.57,6.0,train,RandomForest
2026-02-15,10,10:00-11:00,Email,General,5,3.87,3.0,train,RandomForest
2026-02-15,10,10:00-11:00,Email,Sales,9,8.25,9.0,train,RandomForest
2026-02-15,10,10:00-11:00,Email,Technical,12,8.45,4.0,train,RandomForest
2026-02-15,10,10:00-11:00,Voice,Billing,15,13.28,15.0,train,RandomForest
2026-02-15,10,10:00-11:00,Voice,General,10,8.97,6.0,train,RandomForest
2026-02-15,10,10:00-11:00,Voice,Sales,20,20.01,16.0,train,RandomForest
2026-02-15,10,10:00-11:00,Voice,Technical,17,21.52,22.0,train,RandomForest
2026-02-15,11,11:00-12:00,Chat,Billing,8,11.31,8.0,train,RandomForest
2026-02-15,11,11:00-12:00,Chat,General,7,8.08,9.0,train,RandomForest
2026-02-15,11,11:00-12:00,Chat,Sales,17,14.84,18.0,train,RandomForest
2026-02-15,11,11:00-12:00,Chat,Technical,14,14.79,17.0,train,RandomForest
2026-02-15,11,11:00-12:00,Email,Billing,4,6.66,7.0,train,RandomForest
2026-02-15,11,11:00-12:00,Email,General,3,4.97,5.0,train,RandomForest
2026-02-15,11,11:00-12:00,Email,Sales,10,8.33,10.0,train,RandomForest
2026-02-15,11,11:00-12:00,Email,Technical,17,10.29,9.0,train,RandomForest
2026-02-15,11,11:00-12:00,Voice,Billing,14,15.26,18.0,train,RandomForest
2026-02-15,11,11:00-12:00,Voice,General,12,10.49,14.0,train,RandomForest
2026-02-15,11,11:00-12:00,Voice,Sales,23,23.21,25.0,train,RandomForest
2026-02-15,11,11:00-12:00,Voice,Technical,27,26.78,26.0,train,RandomForest
2026-02-15,12,12:00-13:00,Chat,Billing,11,13.47,20.0,train,RandomForest
2026-02-15,12,12:00-13:00,Chat,General,13,9.02,7.0,train,RandomForest
2026-02-15,12,12:00-13:00,Chat,Sales,14,16.56,19.0,train,RandomForest
2026-02-15,12,12:00-13:00,Chat,Technical,19,16.89,19.0,train,RandomForest
2026-02-15,12,12:00-13:00,Email,Billing,6,6.9,6.0,train,RandomForest
2026-02-15,12,12:00-13:00,Email,General,4,6.14,8.0,train,RandomForest
2026-02-15,12,12:00-13:00,Email,Sales,11,8.96,12.0,train,RandomForest
2026-02-15,12,12:00-13:00,Email,Technical,13,9.96,11.0,train,RandomForest
2026-02-15,12,12:00-13:00,Voice,Billing,11,14.73,17.0,train,RandomForest
2026-02-15,12,12:00-13:00,Voice,General,13,12.45,14.0,train,RandomForest
2026-02-15,12,12:00-13:00,Voice,Sales,28,21.65,20.0,train,RandomForest
2026-02-15,12,12:00-13:00,Voice,Technical,24,25.3,28.0,train,RandomForest
2026-02-15,13,13:00-14:00,Chat,Billing,14,7.77,7.0,train,RandomForest
2026-02-15,13,13:00-14:00,Chat,General,4,7.98,9.0,train,RandomForest
2026-02-15,13,13:00-14:00,Chat,Sales,17,13.68,14.0,train,RandomForest
2026-02-15,13,13:00-14:00,Chat,Technical,18,22.05,29.0,train,RandomForest
2026-02-15,13,13:00-14:00,Email,Billing,8,7.35,6.0,train,RandomForest
2026-02-15,13,13:00-14:00,Email,General,2,5.17,6.0,train,RandomForest
2026-02-15,13,13:00-14:00,Email,Sales,9,9.35,6.0,train,RandomForest
2026-02-15,13,13:00-14:00,Email,Technical,15,8.68,7.0,train,RandomForest
2026-02-15,13,13:00-14:00,Voice,Billing,24,13.98,13.0,train,RandomForest
2026-02-15,13,13:00-14:00,Voice,General,16,13.68,17.0,train,RandomForest
2026-02-15,13,13:00-14:00,Voice,Sales,17,21.74,20.0,train,RandomForest
2026-02-15,13,13:00-14:00,Voice,Technical,21,25.64,32.0,train,RandomForest
2026-02-15,14,14:00-15:00,Chat,Billing,7,9.29,10.0,train,RandomForest
2026-02-15,14,14:00-15:00,Chat,General,6,5.97,6.0,train,RandomForest
2026-02-15,14,14:00-15:00,Chat,Sales,13,15.29,20.0,train,RandomForest
2026-02-15,14,14:00-15:00,Chat,Technical,12,13.51,12.0,train,RandomForest
2026-02-15,14,14:00-15:00,Email,Billing,6,9.92,8.0,train,RandomForest
2026-02-15,14,14:00-15:00,Email,General,5,6.82,14.0,train,RandomForest
2026-02-15,14,14:00-15:00,Email,Sales,8,8.97,6.0,train,RandomForest
2026-02-15,14,14:00-15:00,Email,Technical,7,10.22,11.0,train,RandomForest
2026-02-15,14,14:00-15:00,Voice,Billing,17,11.18,13.0,train,RandomForest
2026-02-15,14,14:00-15:00,Voice,General,8,10.05,11.0,train,RandomForest
2026-02-15,14,14:00-15:00,Voice,Sales,24,23.35,28.0,train,RandomForest
2026-02-15,14,14:00-15:00,Voice,Technical,27,26.34,24.0,train,RandomForest
2026-02-15,15,15:00-16:00,Chat,Billing,9,6.57,7.0,train,RandomForest
2026-02-15,15,15:00-16:00,Chat,General,8,8.4,5.0,train,RandomForest
2026-02-15,15,15:00-16:00,Chat,Sales,11,7.95,6.0,train,RandomForest
2026-02-15,15,15:00-16:00,Chat,Technical,11,15.55,14.0,train,RandomForest
2026-02-15,15,15:00-16:00,Email,Billing,6,5.05,4.0,train,RandomForest
2026-02-15,15,15:00-16:00,Email,General,3,5.12,7.0,train,RandomForest
2026-02-15,15,15:00-16:00,Email,Sales,5,6.25,3.0,train,RandomForest
2026-02-15,15,15:00-16:00,Email,Technical,7,6.99,6.0,train,RandomForest
2026-02-15,15,15:00-16:00,Voice,Billing,18,15.02,12.0,train,RandomForest
2026-02-15,15,15:00-16:00,Voice,General,9,9.81,10.0,train,RandomForest
2026-02-15,15,15:00-16:00,Voice,Sales,16,20.37,24.0,train,RandomForest
2026-02-15,15,15:00-16:00,Voice,Technical,21,24.4,25.0,train,RandomForest
2026-02-15,16,16:00-17:00,Chat,Billing,6,6.1,5.0,train,RandomForest
2026-02-15,16,16:00-17:00,Chat,General,7,6.14,4.0,train,RandomForest
2026-02-15,16,16:00-17:00,Chat,Sales,17,10.26,8.0,train,RandomForest
2026-02-15,16,16:00-17:00,Chat,Technical,14,12.67,11.0,train,RandomForest
2026-02-15,16,16:00-17:00,Email,Billing,7,5.02,6.0,train,RandomForest
2026-02-15,16,16:00-17:00,Email,General,3,3.15,3.0,train,RandomForest
2026-02-15,16,16:00-17:00,Email,Sales,4,6.92,9.0,train,RandomForest
2026-02-15,16,16:00-17:00,Email,Technical,11,9.64,10.0,train,RandomForest
2026-02-15,16,16:00-17:00,Voice,Billing,14,10.91,12.0,train,RandomForest
2026-02-15,16,16:00-17:00,Voice,General,3,9.12,10.0,train,RandomForest
2026-02-15,16,16:00-17:00,Voice,Sales,9,13.88,8.0,train,RandomForest
2026-02-15,16,16:00-17:00,Voice,Technical,19,17.53,23.0,train,RandomForest
2026-02-15,17,17:00-18:00,Chat,Billing,4,5.79,5.0,train,RandomForest
2026-02-15,17,17:00-18:00,Chat,General,4,1.75,1.0,train,RandomForest
2026-02-15,17,17:00-18:00,Chat,Sales,4,6.95,6.0,train,RandomForest
2026-02-15,17,17:00-18:00,Chat,Technical,5,6.91,7.0,train,RandomForest
2026-02-15,17,17:00-18:00,Email,Billing,2,4.37,5.0,train,RandomForest
2026-02-15,17,17:00-18:00,Email,General,5,1.89,1.0,train,RandomForest
2026-02-15,17,17:00-18:00,Email,Sales,4,4.08,4.0,train,RandomForest
2026-02-15,17,17:00-18:00,Email,Technical,6,6.91,6.0,train,RandomForest
2026-02-15,17,17:00-18:00,Voice,Billing,7,7.12,6.0,train,RandomForest
2026-02-15,17,17:00-18:00,Voice,General,3,8.11,10.0,train,RandomForest
2026-02-15,17,17:00-18:00,Voice,Sales,13,10.88,11.0,train,RandomForest
2026-02-15,17,17:00-18:00,Voice,Technical,16,14.86,18.0,train,RandomForest
2026-02-15,18,18:00-19:00,Chat,Billing,2,1.72,1.0,train,RandomForest
2026-02-15,18,18:00-19:00,Chat,General,0,1.38,0.0,train,RandomForest
2026-02-15,18,18:00-19:00,Chat,Sales,2,2.26,4.0,train,RandomForest
2026-02-15,18,18:00-19:00,Chat,Technical,1,2.5,1.0,train,RandomForest
2026-02-15,18,18:00-19:00,Email,Billing,0,1.06,1.0,train,RandomForest
2026-02-15,18,18:00-19:00,Email,General,3,1.04,0.0,train,RandomForest
2026-02-15,18,18:00-19:00,Email,Sales,2,1.28,0.0,train,RandomForest
2026-02-15,18,18:00-19:00,Email,Technical,1,1.62,0.0,train,RandomForest
2026-02-15,18,18:00-19:00,Voice,Billing,2,2.63,6.0,train,RandomForest
2026-02-15,18,18:00-19:00,Voice,General,3,1.65,1.0,train,RandomForest
2026-02-15,18,18:00-19:00,Voice,Sales,8,3.94,0.0,train,RandomForest
2026-02-15,18,18:00-19:00,Voice,Technical,3,3.66,4.0,train,RandomForest
2026-02-15,19,19:00-20:00,Chat,Billing,0,1.73,1.0,train,RandomForest
2026-02-15,19,19:00-20:00,Chat,General,1,1.41,0.0,train,RandomForest
2026-02-15,19,19:00-20:00,Chat,Sales,0,2.13,3.0,train,RandomForest
2026-02-15,19,19:00-20:00,Chat,Technical,0,2.44,3.0,train,RandomForest
2026-02-15,19,19:00-20:00,Email,Billing,0,1.06,0.0,train,RandomForest
2026-02-15,19,19:00-20:00,Email,General,1,1.04,0.0,train,RandomForest
2026-02-15,19,19:00-20:00,Email,Sales,1,1.69,2.0,train,RandomForest
2026-02-15,19,19:00-20:00,Email,Technical,0,1.65,4.0,train,RandomForest
2026-02-15,19,19:00-20:00,Voice,Billing,2,2.85,3.0,train,RandomForest
2026-02-15,19,19:00-20:00,Voice,General,1,1.72,2.0,train,RandomForest
2026-02-15,19,19:00-20:00,Voice,Sales,3,3.35,2.0,train,RandomForest
2026-02-15,19,19:00-20:00,Voice,Technical,4,4.02,5.0,train,RandomForest
2026-02-15,20,20:00-21:00,Chat,Billing,2,1.73,1.0,train,RandomForest
2026-02-15,20,20:00-21:00,Chat,General,2,1.37,2.0,train,RandomForest
2026-02-15,20,20:00-21:00,Chat,Sales,2,2.3,4.0,train,RandomForest
2026-02-15,20,20:00-21:00,Chat,Technical,3,1.98,1.0,train,RandomForest
2026-02-15,20,20:00-21:00,Email,Billing,0,1.08,0.0,train,RandomForest
2026-02-15,20,20:00-21:00,Email,General,2,1.04,0.0,train,RandomForest
2026-02-15,20,20:00-21:00,Email,Sales,2,1.28,1.0,train,RandomForest
2026-02-15,20,20:00-21:00,Email,Technical,5,1.63,0.0,train,RandomForest
2026-02-15,20,20:00-21:00,Voice,Billing,2,2.72,5.0,train,RandomForest
2026-02-15,20,20:00-21:00,Voice,General,2,1.8,3.0,train,RandomForest
2026-02-15,20,20:00-21:00,Voice,Sales,3,3.36,2.0,train,RandomForest
2026-02-15,20,20:00-21:00,Voice,Technical,7,3.45,1.0,train,RandomForest
2026-02-15,21,21:00-22:00,Chat,Billing,3,1.84,1.0,train,RandomForest
2026-02-15,21,21:00-22:00,Chat,General,0,1.29,1.0,train,RandomForest
2026-02-15,21,21:00-22:00,Chat,Sales,4,2.32,4.0,train,RandomForest
2026-02-15,21,21:00-22:00,Chat,Technical,5,2.43,4.0,train,RandomForest
2026-02-15,21,21:00-22:00,Email,Billing,1,1.04,0.0,train,RandomForest
2026-02-15,21,21:00-22:00,Email,General,0,1.22,2.0,train,RandomForest
2026-02-15,21,21:00-22:00,Email,Sales,2,1.5,2.0,train,RandomForest
2026-02-15,21,21:00-22:00,Email,Technical,3,1.66,2.0,train,RandomForest
2026-02-15,21,21:00-22:00,Voice,Billing,2,2.89,4.0,train,RandomForest
2026-02-15,21,21:00-22:00,Voice,General,1,1.67,1.0,train,RandomForest
2026-02-15,21,21:00-22:00,Voice,Sales,5,3.33,3.0,train,RandomForest
2026-02-15,21,21:00-22:00,Voice,Technical,2,3.4,4.0,train,RandomForest
2026-02-15,22,22:00-23:00,Chat,Billing,1,1.71,0.0,train,RandomForest
2026-02-15,22,22:00-23:00,Chat,General,1,1.18,0.0,train,RandomForest
2026-02-15,22,22:00-23:00,Chat,Sales,1,1.87,1.0,train,RandomForest
2026-02-15,22,22:00-23:00,Chat,Technical,0,2.16,3.0,train,RandomForest
2026-02-15,22,22:00-23:00,Email,Billing,0,1.04,0.0,train,RandomForest
2026-02-15,22,22:00-23:00,Email,General,0,1.08,1.0,train,RandomForest
2026-02-15,22,22:00-23:00,Email,Sales,0,1.29,0.0,train,RandomForest
2026-02-15,22,22:00-23:00,Email,Technical,1,1.66,0.0,train,RandomForest
2026-02-15,22,22:00-23:00,Voice,Billing,4,2.59,0.0,train,RandomForest
2026-02-15,22,22:00-23:00,Voice,General,1,1.89,2.0,train,RandomForest
2026-02-15,22,22:00-23:00,Voice,Sales,3,3.36,3.0,train,RandomForest
2026-02-15,22,22:00-23:00,Voice,Technical,2,3.38,1.0,train,RandomForest
2026-02-15,23,23:00-00:00,Chat,Billing,0,1.82,1.0,train,RandomForest
2026-02-15,23,23:00-00:00,Chat,General,0,1.38,1.0,train,RandomForest
2026-02-15,23,23:00-00:00,Chat,Sales,1,1.91,1.0,train,RandomForest
2026-02-15,23,23:00-00:00,Chat,Technical,4,1.95,0.0,train,RandomForest
2026-02-15,23,23:00-00:00,Email,Billing,0,1.04,0.0,train,RandomForest
2026-02-15,23,23:00-00:00,Email,General,0,1.04,0.0,train,RandomForest
2026-02-15,23,23:00-00:00,Email,Sales,0,1.32,0.0,train,RandomForest
2026-02-15,23,23:00-00:00,Email,Technical,0,1.73,2.0,train,RandomForest
2026-02-15,23,23:00-00:00,Voice,Billing,1,2.59,1.0,train,RandomForest
2026-02-15,23,23:00-00:00,Voice,General,1,1.65,0.0,train,RandomForest
2026-02-15,23,23:00-00:00,Voice,Sales,5,3.0,5.0,train,RandomForest
2026-02-15,23,23:00-00:00,Voice,Technical,1,3.41,2.0,train,RandomForest
2026-02-16,0,00:00-01:00,Chat,Billing,2,2.94,6.0,train,RandomForest
2026-02-16,0,00:00-01:00,Chat,General,5,1.41,2.0,train,RandomForest
2026-02-16,0,00:00-01:00,Chat,Sales,1,2.71,8.0,train,RandomForest
2026-02-16,0,00:00-01:00,Chat,Technical,3,3.3,6.0,train,RandomForest
2026-02-16,0,00:00-01:00,Email,Billing,1,1.57,3.0,train,RandomForest
2026-02-16,0,00:00-01:00,Email,General,0,1.26,1.0,train,RandomForest
2026-02-16,0,00:00-01:00,Email,Sales,2,2.44,4.0,train,RandomForest
2026-02-16,0,00:00-01:00,Email,Technical,2,2.62,4.0,train,RandomForest
2026-02-16,0,00:00-01:00,Voice,Billing,5,4.03,8.0,train,RandomForest
2026-02-16,0,00:00-01:00,Voice,General,0,1.61,3.0,train,RandomForest
2026-02-16,0,00:00-01:00,Voice,Sales,2,4.19,7.0,train,RandomForest
2026-02-16,0,00:00-01:00,Voice,Technical,3,3.67,11.0,train,RandomForest
2026-02-16,1,01:00-02:00,Chat,Billing,0,1.39,3.0,train,RandomForest
2026-02-16,1,01:00-02:00,Chat,General,0,1.31,3.0,train,RandomForest
2026-02-16,1,01:00-02:00,Chat,Sales,0,2.75,5.0,train,RandomForest
2026-02-16,1,01:00-02:00,Chat,Technical,0,1.86,2.0,train,RandomForest
2026-02-16,1,01:00-02:00,Email,Billing,0,1.45,1.0,train,RandomForest
2026-02-16,1,01:00-02:00,Email,General,0,1.24,0.0,train,RandomForest
2026-02-16,1,01:00-02:00,Email,Sales,1,1.64,3.0,train,RandomForest
2026-02-16,1,01:00-02:00,Email,Technical,1,1.98,1.0,train,RandomForest
2026-02-16,1,01:00-02:00,Voice,Billing,3,3.41,6.0,train,RandomForest
2026-02-16,1,01:00-02:00,Voice,General,0,1.36,1.0,train,RandomForest
2026-02-16,1,01:00-02:00,Voice,Sales,3,3.38,12.0,train,RandomForest
2026-02-16,1,01:00-02:00,Voice,Technical,0,4.68,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Chat,Billing,0,1.39,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Chat,General,2,1.14,2.0,train,RandomForest
2026-02-16,2,02:00-03:00,Chat,Sales,0,1.68,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Chat,Technical,0,1.79,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Email,Billing,1,1.45,1.0,train,RandomForest
2026-02-16,2,02:00-03:00,Email,General,0,1.24,0.0,train,RandomForest
2026-02-16,2,02:00-03:00,Email,Sales,0,1.51,0.0,train,RandomForest
2026-02-16,2,02:00-03:00,Email,Technical,1,1.92,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Voice,Billing,1,4.08,1.0,train,RandomForest
2026-02-16,2,02:00-03:00,Voice,General,0,1.44,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Voice,Sales,4,4.4,3.0,train,RandomForest
2026-02-16,2,02:00-03:00,Voice,Technical,3,4.27,3.0,train,RandomForest
2026-02-16,3,03:00-04:00,Chat,Billing,0,2.97,7.0,train,RandomForest
2026-02-16,3,03:00-04:00,Chat,General,1,1.78,1.0,train,RandomForest
2026-02-16,3,03:00-04:00,Chat,Sales,0,2.99,7.0,train,RandomForest
2026-02-16,3,03:00-04:00,Chat,Technical,1,3.27,6.0,train,RandomForest
2026-02-16,3,03:00-04:00,Email,Billing,0,1.45,2.0,train,RandomForest
2026-02-16,3,03:00-04:00,Email,General,0,1.25,1.0,train,RandomForest
2026-02-16,3,03:00-04:00,Email,Sales,1,1.51,1.0,train,RandomForest
2026-02-16,3,03:00-04:00,Email,Technical,0,1.92,3.0,train,RandomForest
2026-02-16,3,03:00-04:00,Voice,Billing,1,3.15,5.0,train,RandomForest
2026-02-16,3,03:00-04:00,Voice,General,1,1.89,1.0,train,RandomForest
2026-02-16,3,03:00-04:00,Voice,Sales,0,2.23,8.0,train,RandomForest
2026-02-16,3,03:00-04:00,Voice,Technical,3,4.42,7.0,train,RandomForest
2026-02-16,4,04:00-05:00,Chat,Billing,0,1.23,1.0,train,RandomForest
2026-02-16,4,04:00-05:00,Chat,General,0,1.14,2.0,train,RandomForest
2026-02-16,4,04:00-05:00,Chat,Sales,1,1.63,1.0,train,RandomForest
2026-02-16,4,04:00-05:00,Chat,Technical,4,1.71,3.0,train,RandomForest
2026-02-16,4,04:00-05:00,Email,Billing,0,1.45,1.0,train,RandomForest
2026-02-16,4,04:00-05:00,Email,General,0,1.24,1.0,train,RandomForest
2026-02-16,4,04:00-05:00,Email,Sales,0,1.49,2.0,train,RandomForest
2026-02-16,4,04:00-05:00,Email,Technical,2,1.84,1.0,train,RandomForest
2026-02-16,4,04:00-05:00,Voice,Billing,2,3.11,4.0,train,RandomForest
2026-02-16,4,04:00-05:00,Voice,General,1,1.26,1.0,train,RandomForest
2026-02-16,4,04:00-05:00,Voice,Sales,2,3.92,3.0,train,RandomForest
2026-02-16,4,04:00-05:00,Voice,Technical,0,4.11,2.0,train,RandomForest
2026-02-16,5,05:00-06:00,Chat,Billing,1,1.47,3.0,train,RandomForest
2026-02-16,5,05:00-06:00,Chat,General,1,1.33,3.0,train,RandomForest
2026-02-16,5,05:00-06:00,Chat,Sales,1,1.79,3.0,train,RandomForest
2026-02-16,5,05:00-06:00,Chat,Technical,0,3.02,5.0,train,RandomForest
2026-02-16,5,05:00-06:00,Email,Billing,1,1.45,2.0,train,RandomForest
2026-02-16,5,05:00-06:00,Email,General,1,1.37,3.0,train,RandomForest
2026-02-16,5,05:00-06:00,Email,Sales,1,1.66,0.0,train,RandomForest
2026-02-16,5,05:00-06:00,Email,Technical,1,1.92,3.0,train,RandomForest
2026-02-16,5,05:00-06:00,Voice,Billing,1,3.26,4.0,train,RandomForest
2026-02-16,5,05:00-06:00,Voice,General,3,1.26,2.0,train,RandomForest
2026-02-16,5,05:00-06:00,Voice,Sales,1,1.8,13.0,train,RandomForest
2026-02-16,5,05:00-06:00,Voice,Technical,2,4.65,6.0,train,RandomForest
2026-02-16,6,06:00-07:00,Chat,Billing,0,2.4,0.0,train,RandomForest
2026-02-16,6,06:00-07:00,Chat,General,1,1.14,1.0,train,RandomForest
2026-02-16,6,06:00-07:00,Chat,Sales,4,2.49,4.0,train,RandomForest
2026-02-16,6,06:00-07:00,Chat,Technical,3,2.13,2.0,train,RandomForest
2026-02-16,6,06:00-07:00,Email,Billing,0,1.45,1.0,train,RandomForest
2026-02-16,6,06:00-07:00,Email,General,0,1.24,1.0,train,RandomForest
2026-02-16,6,06:00-07:00,Email,Sales,0,1.58,3.0,train,RandomForest
2026-02-16,6,06:00-07:00,Email,Technical,1,1.95,2.0,train,RandomForest
2026-02-16,6,06:00-07:00,Voice,Billing,3,3.07,3.0,train,RandomForest
2026-02-16,6,06:00-07:00,Voice,General,2,1.38,1.0,train,RandomForest
2026-02-16,6,06:00-07:00,Voice,Sales,2,4.18,2.0,train,RandomForest
2026-02-16,6,06:00-07:00,Voice,Technical,4,3.96,5.0,train,RandomForest
2026-02-16,7,07:00-08:00,Chat,Billing,2,1.35,3.0,train,RandomForest
2026-02-16,7,07:00-08:00,Chat,General,0,1.14,2.0,train,RandomForest
2026-02-16,7,07:00-08:00,Chat,Sales,3,2.49,4.0,train,RandomForest
2026-02-16,7,07:00-08:00,Chat,Technical,3,1.58,1.0,train,RandomForest
2026-02-16,7,07:00-08:00,Email,Billing,0,1.56,3.0,train,RandomForest
2026-02-16,7,07:00-08:00,Email,General,0,1.24,0.0,train,RandomForest
2026-02-16,7,07:00-08:00,Email,Sales,0,2.42,4.0,train,RandomForest
2026-02-16,7,07:00-08:00,Email,Technical,1,1.9,3.0,train,RandomForest
2026-02-16,7,07:00-08:00,Voice,Billing,1,3.15,3.0,train,RandomForest
2026-02-16,7,07:00-08:00,Voice,General,1,1.24,1.0,train,RandomForest
2026-02-16,7,07:00-08:00,Voice,Sales,3,4.67,5.0,train,RandomForest
2026-02-16,7,07:00-08:00,Voice,Technical,2,3.86,4.0,train,RandomForest
2026-02-16,8,08:00-09:00,Chat,Billing,5,4.5,9.0,train,RandomForest
2026-02-16,8,08:00-09:00,Chat,General,3,3.5,8.0,train,RandomForest
2026-02-16,8,08:00-09:00,Chat,Sales,6,5.72,14.0,train,RandomForest
2026-02-16,8,08:00-09:00,Chat,Technical,10,9.15,20.0,train,RandomForest
2026-02-16,8,08:00-09:00,Email,Billing,1,4.99,4.0,train,RandomForest
2026-02-16,8,08:00-09:00,Email,General,0,4.15,5.0,train,RandomForest
2026-02-16,8,08:00-09:00,Email,Sales,4,4.35,4.0,train,RandomForest
2026-02-16,8,08:00-09:00,Email,Technical,3,3.81,16.0,train,RandomForest
2026-02-16,8,08:00-09:00,Voice,Billing,4,4.66,16.0,train,RandomForest
2026-02-16,8,08:00-09:00,Voice,General,3,4.6,13.0,train,RandomForest
2026-02-16,8,08:00-09:00,Voice,Sales,5,9.7,19.0,train,RandomForest
2026-02-16,8,08:00-09:00,Voice,Technical,7,9.63,33.0,train,RandomForest
2026-02-16,9,09:00-10:00,Chat,Billing,4,4.99,13.0,train,RandomForest
2026-02-16,9,09:00-10:00,Chat,General,2,2.94,9.0,train,RandomForest
2026-02-16,9,09:00-10:00,Chat,Sales,10,8.98,19.0,train,RandomForest
2026-02-16,9,09:00-10:00,Chat,Technical,9,8.38,21.0,train,RandomForest
2026-02-16,9,09:00-10:00,Email,Billing,2,4.64,5.0,train,RandomForest
2026-02-16,9,09:00-10:00,Email,General,4,3.81,8.0,train,RandomForest
2026-02-16,9,09:00-10:00,Email,Sales,0,3.58,10.0,train,RandomForest
2026-02-16,9,09:00-10:00,Email,Technical,1,4.06,14.0,train,RandomForest
2026-02-16,9,09:00-10:00,Voice,Billing,8,7.75,23.0,train,RandomForest
2026-02-16,9,09:00-10:00,Voice,General,5,4.78,14.0,train,RandomForest
2026-02-16,9,09:00-10:00,Voice,Sales,5,6.23,27.0,train,RandomForest
2026-02-16,9,09:00-10:00,Voice,Technical,10,17.32,24.0,train,RandomForest
2026-02-16,10,10:00-11:00,Chat,Billing,2,4.44,15.0,train,RandomForest
2026-02-16,10,10:00-11:00,Chat,General,3,2.82,11.0,train,RandomForest
2026-02-16,10,10:00-11:00,Chat,Sales,4,8.52,26.0,train,RandomForest
2026-02-16,10,10:00-11:00,Chat,Technical,7,6.94,35.0,train,RandomForest
2026-02-16,10,10:00-11:00,Email,Billing,4,5.03,7.0,train,RandomForest
2026-02-16,10,10:00-11:00,Email,General,3,3.21,11.0,train,RandomForest
2026-02-16,10,10:00-11:00,Email,Sales,5,3.94,14.0,train,RandomForest
2026-02-16,10,10:00-11:00,Email,Technical,4,5.88,18.0,train,RandomForest
2026-02-16,10,10:00-11:00,Voice,Billing,8,6.9,30.0,train,RandomForest
2026-02-16,10,10:00-11:00,Voice,General,7,5.56,16.0,train,RandomForest
2026-02-16,10,10:00-11:00,Voice,Sales,11,11.73,37.0,train,RandomForest
