date,day_of_week,hour,interval,channel,skill_group,holiday,is_weekend,predicted_calls,lower_bound,upper_bound
2026-07-01,Wednesday,1,01:00-02:00,Voice,Technical,0,0,7.02,0.65,13.39
2026-07-01,Wednesday,1,01:00-02:00,Voice,Sales,0,0,7.41,1.04,13.78
2026-07-01,Wednesday,1,01:00-02:00,Voice,General,0,0,3.54,0.0,9.91
2026-07-01,Wednesday,1,01:00-02:00,Chat,Billing,0,0,3.06,0.0,9.43
2026-07-01,Wednesday,1,01:00-02:00,Chat,Technical,0,0,5.22,0.0,11.59
2026-07-01,Wednesday,1,01:00-02:00,Chat,Sales,0,0,4.22,0.0,10.59
2026-07-01,Wednesday,1,01:00-02:00,Chat,General,0,0,2.31,0.0,8.68
2026-07-01,Wednesday,1,01:00-02:00,Email,Billing,0,0,1.85,0.0,8.22
2026-07-01,Wednesday,1,01:00-02:00,Email,Technical,0,0,2.64,0.0,9.01
2026-07-01,Wednesday,1,01:00-02:00,Email,Sales,0,0,2.47,0.0,8.84
2026-07-01,Wednesday,1,01:00-02:00,Email,General,0,0,1.29,0.0,7.66
2026-07-01,Wednesday,2,02:00-03:00,Voice,Billing,0,0,3.67,0.0,10.04
2026-07-01,Wednesday,2,02:00-03:00,Voice,Technical,0,0,6.68,0.31,13.05
2026-07-01,Wednesday,2,02:00-03:00,Voice,Sales,0,0,6.69,0.32,13.06
2026-07-01,Wednesday,2,02:00-03:00,Voice,General,0,0,3.18,0.0,9.55
2026-07-01,Wednesday,2,02:00-03:00,Chat,Billing,0,0,3.04,0.0,9.41
2026-07-01,Wednesday,2,02:00-03:00,Chat,Technical,0,0,4.54,0.0,10.91
2026-07-01,Wednesday,2,02:00-03:00,Chat,Sales,0,0,4.33,0.0,10.7
2026-07-01,Wednesday,2,02:00-03:00,Chat,General,0,0,2.38,0.0,8.75
2026-07-01,Wednesday,2,02:00-03:00,Email,Billing,0,0,1.35,0.0,7.72
2026-07-01,Wednesday,2,02:00-03:00,Email,Technical,0,0,2.91,0.0,9.28
2026-07-01,Wednesday,2,02:00-03:00,Email,Sales,0,0,2.65,0.0,9.02
2026-07-01,Wednesday,2,02:00-03:00,Email,General,0,0,1.68,0.0,8.05
2026-07-01,Wednesday,3,03:00-04:00,Voice,Billing,0,0,4.17,0.0,10.54
2026-07-01,Wednesday,3,03:00-04:00,Voice,Technical,0,0,6.57,0.2,12.94
2026-07-01,Wednesday,3,03:00-04:00,Voice,Sales,0,0,6.67,0.3,13.04
2026-07-01,Wednesday,3,03:00-04:00,Voice,General,0,0,3.58,0.0,9.95
2026-07-01,Wednesday,3,03:00-04:00,Chat,Billing,0,0,3.07,0.0,9.44
2026-07-01,Wednesday,3,03:00-04:00,Chat,Technical,0,0,5.05,0.0,11.42
2026-07-01,Wednesday,3,03:00-04:00,Chat,Sales,0,0,4.3,0.0,10.67
2026-07-01,Wednesday,3,03:00-04:00,Chat,General,0,0,2.45,0.0,8.82
2026-07-01,Wednesday,3,03:00-04:00,Email,Billing,0,0,1.96,0.0,8.33
2026-07-01,Wednesday,3,03:00-04:00,Email,Technical,0,0,2.73,0.0,9.1
2026-07-01,Wednesday,3,03:00-04:00,Email,Sales,0,0,2.61,0.0,8.98
2026-07-01,Wednesday,3,03:00-04:00,Email,General,0,0,1.35,0.0,7.72
2026-07-01,Wednesday,4,04:00-05:00,Voice,Billing,0,0,4.27,0.0,10.64
2026-07-01,Wednesday,4,04:00-05:00,Voice,Technical,0,0,7.91,1.54,14.28
2026-07-01,Wednesday,4,04:00-05:00,Voice,Sales,0,0,7.66,1.29,14.03
2026-07-01,Wednesday,4,04:00-05:00,Voice,General,0,0,4.0,0.0,10.37
2026-07-01,Wednesday,4,04:00-05:00,Chat,Billing,0,0,3.35,0.0,9.72
2026-07-01,Wednesday,4,04:00-05:00,Chat,Technical,0,0,6.08,0.0,12.45
2026-07-01,Wednesday,4,04:00-05:00,Chat,Sales,0,0,4.42,0.0,10.79
2026-07-01,Wednesday,4,04:00-05:00,Chat,General,0,0,2.36,0.0,8.73
2026-07-01,Wednesday,4,04:00-05:00,Email,Billing,0,0,2.51,0.0,8.88
2026-07-01,Wednesday,4,04:00-05:00,Email,Technical,0,0,2.75,0.0,9.12
2026-07-01,Wednesday,4,04:00-05:00,Email,Sales,0,0,2.92,0.0,9.29
2026-07-01,Wednesday,4,04:00-05:00,Email,General,0,0,1.54,0.0,7.91
2026-07-01,Wednesday,5,05:00-06:00,Voice,Billing,0,0,4.36,0.0,10.73
2026-07-01,Wednesday,5,05:00-06:00,Voice,Technical,0,0,7.67,1.3,14.04
2026-07-01,Wednesday,5,05:00-06:00,Voice,Sales,0,0,6.78,0.41,13.15
2026-07-01,Wednesday,5,05:00-06:00,Voice,General,0,0,4.1,0.0,10.47
2026-07-01,Wednesday,5,05:00-06:00,Chat,Billing,0,0,3.39,0.0,9.76
2026-07-01,Wednesday,5,05:00-06:00,Chat,Technical,0,0,5.21,0.0,11.58
2026-07-01,Wednesday,5,05:00-06:00,Chat,Sales,0,0,4.59,0.0,10.96
2026-07-01,Wednesday,5,05:00-06:00,Chat,General,0,0,2.3,0.0,8.67
2026-07-01,Wednesday,5,05:00-06:00,Email,Billing,0,0,2.08,0.0,8.45
2026-07-01,Wednesday,5,05:00-06:00,Email,Technical,0,0,3.17,0.0,9.54
2026-07-01,Wednesday,5,05:00-06:00,Email,Sales,0,0,2.54,0.0,8.91
2026-07-01,Wednesday,5,05:00-06:00,Email,General,0,0,1.41,0.0,7.78
2026-07-01,Wednesday,6,06:00-07:00,Voice,Billing,0,0,4.65,0.0,11.02
2026-07-01,Wednesday,6,06:00-07:00,Voice,Technical,0,0,7.92,1.55,14.29
2026-07-01,Wednesday,6,06:00-07:00,Voice,Sales,0,0,6.57,0.2,12.94
2026-07-01,Wednesday,6,06:00-07:00,Voice,General,0,0,4.07,0.0,10.44
2026-07-01,Wednesday,6,06:00-07:00,Chat,Billing,0,0,3.21,0.0,9.58
2026-07-01,Wednesday,6,06:00-07:00,Chat,Technical,0,0,5.04,0.0,11.41
2026-07-01,Wednesday,6,06:00-07:00,Chat,Sales,0,0,4.18,0.0,10.55
2026-07-01,Wednesday,6,06:00-07:00,Chat,General,0,0,2.47,0.0,8.84
2026-07-01,Wednesday,6,06:00-07:00,Email,Billing,0,0,2.14,0.0,8.51
2026-07-01,Wednesday,6,06:00-07:00,Email,Technical,0,0,3.02,0.0,9.39
2026-07-01,Wednesday,6,06:00-07:00,Email,Sales,0,0,2.89,0.0,9.26
2026-07-01,Wednesday,6,06:00-07:00,Email,General,0,0,1.13,0.0,7.5
2026-07-01,Wednesday,7,07:00-08:00,Voice,Billing,0,0,4.08,0.0,10.45
2026-07-01,Wednesday,7,07:00-08:00,Voice,Technical,0,0,7.34,0.97,13.71
2026-07-01,Wednesday,7,07:00-08:00,Voice,Sales,0,0,7.4,1.03,13.77
2026-07-01,Wednesday,7,07:00-08:00,Voice,General,0,0,3.58,0.0,9.95
2026-07-01,Wednesday,7,07:00-08:00,Chat,Billing,0,0,2.92,0.0,9.29
2026-07-01,Wednesday,7,07:00-08:00,Chat,Technical,0,0,5.61,0.0,11.98
2026-07-01,Wednesday,7,07:00-08:00,Chat,Sales,0,0,4.68,0.0,11.05
2026-07-01,Wednesday,7,07:00-08:00,Chat,General,0,0,2.2,0.0,8.57
2026-07-01,Wednesday,7,07:00-08:00,Email,Billing,0,0,1.98,0.0,8.35
2026-07-01,Wednesday,7,07:00-08:00,Email,Technical,0,0,2.93,0.0,9.3
2026-07-01,Wednesday,7,07:00-08:00,Email,Sales,0,0,2.74,0.0,9.11
2026-07-01,Wednesday,7,07:00-08:00,Email,General,0,0,1.41,0.0,7.78
2026-07-01,Wednesday,8,08:00-09:00,Voice,Billing,0,0,14.49,8.12,20.86
2026-07-01,Wednesday,8,08:00-09:00,Voice,Technical,0,0,24.57,18.2,30.94
2026-07-01,Wednesday,8,08:00-09:00,Voice,Sales,0,0,20.94,14.57,27.31
2026-07-01,Wednesday,8,08:00-09:00,Voice,General,0,0,10.44,4.07,16.81
2026-07-01,Wednesday,8,08:00-09:00,Chat,Billing,0,0,9.76,3.39,16.13
2026-07-01,Wednesday,8,08:00-09:00,Chat,Technical,0,0,16.13,9.76,22.5
2026-07-01,Wednesday,8,08:00-09:00,Chat,Sales,0,0,13.22,6.85,19.59
2026-07-01,Wednesday,8,08:00-09:00,Chat,General,0,0,7.43,1.06,13.8
2026-07-01,Wednesday,8,08:00-09:00,Email,Billing,0,0,6.14,0.0,12.51
2026-07-01,Wednesday,8,08:00-09:00,Email,Technical,0,0,9.59,3.22,15.96
2026-07-01,Wednesday,8,08:00-09:00,Email,Sales,0,0,7.91,1.54,14.28
2026-07-01,Wednesday,8,08:00-09:00,Email,General,0,0,5.05,0.0,11.42
2026-07-01,Wednesday,9,09:00-10:00,Voice,Billing,0,0,21.38,15.01,27.75
2026-07-01,Wednesday,9,09:00-10:00,Voice,Technical,0,0,34.96,28.59,41.33
2026-07-01,Wednesday,9,09:00-10:00,Voice,Sales,0,0,28.01,21.64,34.38
2026-07-01,Wednesday,9,09:00-10:00,Voice,General,0,0,16.5,10.13,22.87
2026-07-01,Wednesday,9,09:00-10:00,Chat,Billing,0,0,14.51,8.14,20.88
2026-07-01,Wednesday,9,09:00-10:00,Chat,Technical,0,0,23.39,17.02,29.76
2026-07-01,Wednesday,9,09:00-10:00,Chat,Sales,0,0,20.43,14.06,26.8
2026-07-01,Wednesday,9,09:00-10:00,Chat,General,0,0,11.55,5.18,17.92
2026-07-01,Wednesday,9,09:00-10:00,Email,Billing,0,0,8.75,2.38,15.12
2026-07-01,Wednesday,9,09:00-10:00,Email,Technical,0,0,14.15,7.78,20.52
2026-07-01,Wednesday,9,09:00-10:00,Email,Sales,0,0,12.15,5.78,18.52
2026-07-01,Wednesday,9,09:00-10:00,Email,General,0,0,7.65,1.28,14.02
2026-07-01,Wednesday,10,10:00-11:00,Voice,Billing,0,0,25.76,19.39,32.13
2026-07-01,Wednesday,10,10:00-11:00,Voice,Technical,0,0,42.39,36.02,48.76
2026-07-01,Wednesday,10,10:00-11:00,Voice,Sales,0,0,37.94,31.57,44.31
2026-07-01,Wednesday,10,10:00-11:00,Voice,General,0,0,20.48,14.11,26.85
2026-07-01,Wednesday,10,10:00-11:00,Chat,Billing,0,0,17.71,11.34,24.08
2026-07-01,Wednesday,10,10:00-11:00,Chat,Technical,0,0,30.42,24.05,36.79
2026-07-01,Wednesday,10,10:00-11:00,Chat,Sales,0,0,24.45,18.08,30.82
2026-07-01,Wednesday,10,10:00-11:00,Chat,General,0,0,12.89,6.52,19.26
2026-07-01,Wednesday,10,10:00-11:00,Email,Billing,0,0,11.69,5.32,18.06
2026-07-01,Wednesday,10,10:00-11:00,Email,Technical,0,0,17.93,11.56,24.3
2026-07-01,Wednesday,10,10:00-11:00,Email,Sales,0,0,15.14,8.77,21.51
2026-07-01,Wednesday,10,10:00-11:00,Email,General,0,0,9.09,2.72,15.46
2026-07-01,Wednesday,11,11:00-12:00,Voice,Billing,0,0,31.66,25.29,38.03
2026-07-01,Wednesday,11,11:00-12:00,Voice,Technical,0,0,49.96,43.59,56.33
2026-07-01,Wednesday,11,11:00-12:00,Voice,Sales,0,0,43.15,36.78,49.52
2026-07-01,Wednesday,11,11:00-12:00,Voice,General,0,0,24.2,17.83,30.57
2026-07-01,Wednesday,11,11:00-12:00,Chat,Billing,0,0,21.16,14.79,27.53
2026-07-01,Wednesday,11,11:00-12:00,Chat,Technical,0,0,33.28,26.91,39.65
2026-07-01,Wednesday,11,11:00-12:00,Chat,Sales,0,0,28.93,22.56,35.3
2026-07-01,Wednesday,11,11:00-12:00,Chat,General,0,0,15.69,9.32,22.06
2026-07-01,Wednesday,11,11:00-12:00,Email,Billing,0,0,12.93,6.56,19.3
2026-07-01,Wednesday,11,11:00-12:00,Email,Technical,0,0,20.78,14.41,27.15
2026-07-01,Wednesday,11,11:00-12:00,Email,Sales,0,0,18.23,11.86,24.6
2026-07-01,Wednesday,11,11:00-12:00,Email,General,0,0,9.87,3.5,16.24
2026-07-01,Wednesday,12,12:00-13:00,Voice,Billing,0,0,32.08,25.71,38.45
2026-07-01,Wednesday,12,12:00-13:00,Voice,Technical,0,0,54.49,48.12,60.86
2026-07-01,Wednesday,12,12:00-13:00,Voice,Sales,0,0,45.26,38.89,51.63
2026-07-01,Wednesday,12,12:00-13:00,Voice,General,0,0,25.15,18.78,31.52
2026-07-01,Wednesday,12,12:00-13:00,Chat,Billing,0,0,21.16,14.79,27.53
2026-07-01,Wednesday,12,12:00-13:00,Chat,Technical,0,0,33.72,27.35,40.09
2026-07-01,Wednesday,12,12:00-13:00,Chat,Sales,0,0,29.17,22.8,35.54
2026-07-01,Wednesday,12,12:00-13:00,Chat,General,0,0,16.45,10.08,22.82
2026-07-01,Wednesday,12,12:00-13:00,Email,Billing,0,0,13.48,7.11,19.85
2026-07-01,Wednesday,12,12:00-13:00,Email,Technical,0,0,21.45,15.08,27.82
2026-07-01,Wednesday,12,12:00-13:00,Email,Sales,0,0,18.43,12.06,24.8
2026-07-01,Wednesday,12,12:00-13:00,Email,General,0,0,10.34,3.97,16.71
2026-07-01,Wednesday,13,13:00-14:00,Voice,Billing,0,0,32.19,25.82,38.56
2026-07-01,Wednesday,13,13:00-14:00,Voice,Technical,0,0,52.41,46.04,58.78
2026-07-01,Wednesday,13,13:00-14:00,Voice,Sales,0,0,45.03,38.66,51.4
2026-07-01,Wednesday,13,13:00-14:00,Voice,General,0,0,25.17,18.8,31.54
2026-07-01,Wednesday,13,13:00-14:00,Chat,Billing,0,0,21.16,14.79,27.53
2026-07-01,Wednesday,13,13:00-14:00,Chat,Technical,0,0,34.14,27.77,40.51
2026-07-01,Wednesday,13,13:00-14:00,Chat,Sales,0,0,29.17,22.8,35.54
2026-07-01,Wednesday,13,13:00-14:00,Chat,General,0,0,16.57,10.2,22.94
2026-07-01,Wednesday,13,13:00-14:00,Email,Billing,0,0,13.51,7.14,19.88
2026-07-01,Wednesday,13,13:00-14:00,Email,Technical,0,0,21.45,15.08,27.82
2026-07-01,Wednesday,13,13:00-14:00,Email,Sales,0,0,18.43,12.06,24.8
2026-07-01,Wednesday,13,13:00-14:00,Email,General,0,0,10.41,4.04,16.78
2026-07-01,Wednesday,14,14:00-15:00,Voice,Billing,0,0,31.98,25.61,38.35
2026-07-01,Wednesday,14,14:00-15:00,Voice,Technical,0,0,52.38,46.01,58.75
2026-07-01,Wednesday,14,14:00-15:00,Voice,Sales,0,0,44.38,38.01,50.75
2026-07-01,Wednesday,14,14:00-15:00,Voice,General,0,0,22.32,15.95,28.69
2026-07-01,Wednesday,14,14:00-15:00,Chat,Billing,0,0,20.43,14.06,26.8
2026-07-01,Wednesday,14,14:00-15:00,Chat,Technical,0,0,33.54,27.17,39.91
2026-07-01,Wednesday,14,14:00-15:00,Chat,Sales,0,0,28.76,22.39,35.13
2026-07-01,Wednesday,14,14:00-15:00,Chat,General,0,0,15.55,9.18,21.92
2026-07-01,Wednesday,14,14:00-15:00,Email,Billing,0,0,13.45,7.08,19.82
2026-07-01,Wednesday,14,14:00-15:00,Email,Technical,0,0,20.57,14.2,26.94
2026-07-01,Wednesday,14,14:00-15:00,Email,Sales,0,0,18.3,11.93,24.67
2026-07-01,Wednesday,14,14:00-15:00,Email,General,0,0,9.91,3.54,16.28
2026-07-01,Wednesday,15,15:00-16:00,Voice,Billing,0,0,26.68,20.31,33.05
2026-07-01,Wednesday,15,15:00-16:00,Voice,Technical,0,0,43.04,36.67,49.41
2026-07-01,Wednesday,15,15:00-16:00,Voice,Sales,0,0,37.34,30.97,43.71
2026-07-01,Wednesday,15,15:00-16:00,Voice,General,0,0,21.78,15.41,28.15
2026-07-01,Wednesday,15,15:00-16:00,Chat,Billing,0,0,17.96,11.59,24.33
2026-07-01,Wednesday,15,15:00-16:00,Chat,Technical,0,0,29.81,23.44,36.18
2026-07-01,Wednesday,15,15:00-16:00,Chat,Sales,0,0,25.91,19.54,32.28
2026-07-01,Wednesday,15,15:00-16:00,Chat,General,0,0,12.74,6.37,19.11
2026-07-01,Wednesday,15,15:00-16:00,Email,Billing,0,0,10.0,3.63,16.37
2026-07-01,Wednesday,15,15:00-16:00,Email,Technical,0,0,18.72,12.35,25.09
2026-07-01,Wednesday,15,15:00-16:00,Email,Sales,0,0,16.56,10.19,22.93
2026-07-01,Wednesday,15,15:00-16:00,Email,General,0,0,8.23,1.86,14.6
2026-07-01,Wednesday,16,16:00-17:00,Voice,Billing,0,0,20.82,14.45,27.19
2026-07-01,Wednesday,16,16:00-17:00,Voice,Technical,0,0,33.75,27.38,40.12
2026-07-01,Wednesday,16,16:00-17:00,Voice,Sales,0,0,31.65,25.28,38.02
2026-07-01,Wednesday,16,16:00-17:00,Voice,General,0,0,14.16,7.79,20.53
2026-07-01,Wednesday,16,16:00-17:00,Chat,Billing,0,0,13.43,7.06,19.8
2026-07-01,Wednesday,16,16:00-17:00,Chat,Technical,0,0,23.34,16.97,29.71
2026-07-01,Wednesday,16,16:00-17:00,Chat,Sales,0,0,19.21,12.84,25.58
2026-07-01,Wednesday,16,16:00-17:00,Chat,General,0,0,10.99,4.62,17.36
2026-07-01,Wednesday,16,16:00-17:00,Email,Billing,0,0,9.09,2.72,15.46
2026-07-01,Wednesday,16,16:00-17:00,Email,Technical,0,0,13.67,7.3,20.04
2026-07-01,Wednesday,16,16:00-17:00,Email,Sales,0,0,12.05,5.68,18.42
2026-07-01,Wednesday,16,16:00-17:00,Email,General,0,0,6.71,0.34,13.08
2026-07-01,Wednesday,17,17:00-18:00,Voice,Billing,0,0,15.18,8.81,21.55
2026-07-01,Wednesday,17,17:00-18:00,Voice,Technical,0,0,25.54,19.17,31.91
2026-07-01,Wednesday,17,17:00-18:00,Voice,Sales,0,0,19.91,13.54,26.28
2026-07-01,Wednesday,17,17:00-18:00,Voice,General,0,0,11.29,4.92,17.66
2026-07-01,Wednesday,17,17:00-18:00,Chat,Billing,0,0,10.16,3.79,16.53
2026-07-01,Wednesday,17,17:00-18:00,Chat,Technical,0,0,15.3,8.93,21.67
2026-07-01,Wednesday,17,17:00-18:00,Chat,Sales,0,0,12.53,6.16,18.9
2026-07-01,Wednesday,17,17:00-18:00,Chat,General,0,0,6.88,0.51,13.25
2026-07-01,Wednesday,17,17:00-18:00,Email,Billing,0,0,5.76,0.0,12.13
2026-07-01,Wednesday,17,17:00-18:00,Email,Technical,0,0,9.25,2.88,15.62
2026-07-01,Wednesday,17,17:00-18:00,Email,Sales,0,0,10.1,3.73,16.47
2026-07-01,Wednesday,17,17:00-18:00,Email,General,0,0,3.85,0.0,10.22
2026-07-01,Wednesday,18,18:00-19:00,Voice,Billing,0,0,4.72,0.0,11.09
2026-07-01,Wednesday,18,18:00-19:00,Voice,Technical,0,0,7.11,0.74,13.48
2026-07-01,Wednesday,18,18:00-19:00,Voice,Sales,0,0,6.73,0.36,13.1
2026-07-01,Wednesday,18,18:00-19:00,Voice,General,0,0,3.47,0.0,9.84
2026-07-01,Wednesday,18,18:00-19:00,Chat,Billing,0,0,3.34,0.0,9.71
2026-07-01,Wednesday,18,18:00-19:00,Chat,Technical,0,0,5.21,0.0,11.58
2026-07-01,Wednesday,18,18:00-19:00,Chat,Sales,0,0,4.28,0.0,10.65
2026-07-01,Wednesday,18,18:00-19:00,Chat,General,0,0,2.19,0.0,8.56
2026-07-01,Wednesday,18,18:00-19:00,Email,Billing,0,0,1.34,0.0,7.71
2026-07-01,Wednesday,18,18:00-19:00,Email,Technical,0,0,3.11,0.0,9.48
2026-07-01,Wednesday,18,18:00-19:00,Email,Sales,0,0,2.89,0.0,9.26
2026-07-01,Wednesday,18,18:00-19:00,Email,General,0,0,1.57,0.0,7.94
2026-07-01,Wednesday,19,19:00-20:00,Voice,Billing,0,0,4.37,0.0,10.74
2026-07-01,Wednesday,19,19:00-20:00,Voice,Technical,0,0,6.92,0.55,13.29
2026-07-01,Wednesday,19,19:00-20:00,Voice,Sales,0,0,6.71,0.34,13.08
2026-07-01,Wednesday,19,19:00-20:00,Voice,General,0,0,3.44,0.0,9.81
2026-07-01,Wednesday,19,19:00-20:00,Chat,Billing,0,0,3.16,0.0,9.53
2026-07-01,Wednesday,19,19:00-20:00,Chat,Technical,0,0,5.23,0.0,11.6
2026-07-01,Wednesday,19,19:00-20:00,Chat,Sales,0,0,4.39,0.0,10.76
2026-07-01,Wednesday,19,19:00-20:00,Chat,General,0,0,2.26,0.0,8.63
2026-07-01,Wednesday,19,19:00-20:00,Email,Billing,0,0,1.93,0.0,8.3
2026-07-01,Wednesday,19,19:00-20:00,Email,Technical,0,0,2.95,0.0,9.32
2026-07-01,Wednesday,19,19:00-20:00,Email,Sales,0,0,2.9,0.0,9.27
2026-07-01,Wednesday,19,19:00-20:00,Email,General,0,0,1.59,0.0,7.96
2026-07-01,Wednesday,20,20:00-21:00,Voice,Billing,0,0,4.79,0.0,11.16
2026-07-01,Wednesday,20,20:00-21:00,Voice,Technical,0,0,7.8,1.43,14.17
2026-07-01,Wednesday,20,20:00-21:00,Voice,Sales,0,0,6.94,0.57,13.31
2026-07-01,Wednesday,20,20:00-21:00,Voice,General,0,0,3.75,0.0,10.12
2026-07-01,Wednesday,20,20:00-21:00,Chat,Billing,0,0,3.23,0.0,9.6
2026-07-01,Wednesday,20,20:00-21:00,Chat,Technical,0,0,5.24,0.0,11.61
2026-07-01,Wednesday,20,20:00-21:00,Chat,Sales,0,0,4.49,0.0,10.86
2026-07-01,Wednesday,20,20:00-21:00,Chat,General,0,0,2.47,0.0,8.84
2026-07-01,Wednesday,20,20:00-21:00,Email,Billing,0,0,1.71,0.0,8.08
2026-07-01,Wednesday,20,20:00-21:00,Email,Technical,0,0,2.99,0.0,9.36
2026-07-01,Wednesday,20,20:00-21:00,Email,Sales,0,0,2.74,0.0,9.11
2026-07-01,Wednesday,20,20:00-21:00,Email,General,0,0,1.58,0.0,7.95
2026-07-01,Wednesday,21,21:00-22:00,Voice,Billing,0,0,4.63,0.0,11.0
2026-07-01,Wednesday,21,21:00-22:00,Voice,Technical,0,0,7.87,1.5,14.24
2026-07-01,Wednesday,21,21:00-22:00,Voice,Sales,0,0,6.84,0.47,13.21
2026-07-01,Wednesday,21,21:00-22:00,Voice,General,0,0,3.37,0.0,9.74
2026-07-01,Wednesday,21,21:00-22:00,Chat,Billing,0,0,3.23,0.0,9.6
2026-07-01,Wednesday,21,21:00-22:00,Chat,Technical,0,0,5.12,0.0,11.49
2026-07-01,Wednesday,21,21:00-22:00,Chat,Sales,0,0,4.42,0.0,10.79
2026-07-01,Wednesday,21,21:00-22:00,Chat,General,0,0,2.26,0.0,8.63
2026-07-01,Wednesday,21,21:00-22:00,Email,Billing,0,0,1.56,0.0,7.93
2026-07-01,Wednesday,21,21:00-22:00,Email,Technical,0,0,3.01,0.0,9.38
2026-07-01,Wednesday,21,21:00-22:00,Email,Sales,0,0,2.62,0.0,8.99
2026-07-01,Wednesday,21,21:00-22:00,Email,General,0,0,1.52,0.0,7.89
2026-07-01,Wednesday,22,22:00-23:00,Voice,Billing,0,0,4.75,0.0,11.12
2026-07-01,Wednesday,22,22:00-23:00,Voice,Technical,0,0,7.79,1.42,14.16
2026-07-01,Wednesday,22,22:00-23:00,Voice,Sales,0,0,6.81,0.44,13.18
2026-07-01,Wednesday,22,22:00-23:00,Voice,General,0,0,3.59,0.0,9.96
2026-07-01,Wednesday,22,22:00-23:00,Chat,Billing,0,0,3.17,0.0,9.54
2026-07-01,Wednesday,22,22:00-23:00,Chat,Technical,0,0,4.83,0.0,11.2
2026-07-01,Wednesday,22,22:00-23:00,Chat,Sales,0,0,4.51,0.0,10.88
2026-07-01,Wednesday,22,22:00-23:00,Chat,General,0,0,2.2,0.0,8.57
2026-07-01,Wednesday,22,22:00-23:00,Email,Billing,0,0,2.01,0.0,8.38
2026-07-01,Wednesday,22,22:00-23:00,Email,Technical,0,0,2.95,0.0,9.32
2026-07-01,Wednesday,22,22:00-23:00,Email,Sales,0,0,2.82,0.0,9.19
2026-07-01,Wednesday,22,22:00-23:00,Email,General,0,0,1.48,0.0,7.85
2026-07-01,Wednesday,23,23:00-00:00,Voice,Billing,0,0,4.77,0.0,11.14
2026-07-01,Wednesday,23,23:00-00:00,Voice,Technical,0,0,6.21,0.0,12.58
2026-07-01,Wednesday,23,23:00-00:00,Voice,Sales,0,0,6.83,0.46,13.2
2026-07-01,Wednesday,23,23:00-00:00,Voice,General,0,0,2.94,0.0,9.31
2026-07-01,Wednesday,23,23:00-00:00,Chat,Billing,0,0,2.26,0.0,8.63
2026-07-01,Wednesday,23,23:00-00:00,Chat,Technical,0,0,4.76,0.0,11.13
2026-07-01,Wednesday,23,23:00-00:00,Chat,Sales,0,0,4.39,0.0,10.76
2026-07-01,Wednesday,23,23:00-00:00,Chat,General,0,0,2.18,0.0,8.55
2026-07-01,Wednesday,23,23:00-00:00,Email,Billing,0,0,1.76,0.0,8.13
2026-07-01,Wednesday,23,23:00-00:00,Email,Technical,0,0,2.89,0.0,9.26
2026-07-01,Wednesday,23,23:00-00:00,Email,Sales,0,0,2.75,0.0,9.12
2026-07-01,Wednesday,23,23:00-00:00,Email,General,0,0,1.67,0.0,8.04
2026-07-02,Thursday,0,00:00-01:00,Voice,Billing,0,0,4.69,0.0,11.06
2026-07-02,Thursday,0,00:00-01:00,Voice,Technical,0,0,7.61,1.24,13.98
2026-07-02,Thursday,0,00:00-01:00,Voice,Sales,0,0,6.52,0.15,12.89
2026-07-02,Thursday,0,00:00-01:00,Voice,General,0,0,3.75,0.0,10.12
2026-07-02,Thursday,0,00:00-01:00,Chat,Billing,0,0,3.41,0.0,9.78
2026-07-02,Thursday,0,00:00-01:00,Chat,Technical,0,0,5.28,0.0,11.65
2026-07-02,Thursday,0,00:00-01:00,Chat,Sales,0,0,3.99,0.0,10.36
2026-07-02,Thursday,0,00:00-01:00,Chat,General,0,0,2.28,0.0,8.65
2026-07-02,Thursday,0,00:00-01:00,Email,Billing,0,0,1.92,0.0,8.29
2026-07-02,Thursday,0,00:00-01:00,Email,Technical,0,0,3.99,0.0,10.36
2026-07-02,Thursday,0,00:00-01:00,Email,Sales,0,0,3.03,0.0,9.4
2026-07-02,Thursday,0,00:00-01:00,Email,General,0,0,1.16,0.0,7.53
2026-07-02,Thursday,1,01:00-02:00,Voice,Billing,0,0,5.01,0.0,11.38
2026-07-02,Thursday,1,01:00-02:00,Voice,Technical,0,0,7.54,1.17,13.91
2026-07-02,Thursday,1,01:00-02:00,Voice,Sales,0,0,5.37,0.0,11.74
2026-07-02,Thursday,1,01:00-02:00,Voice,General,0,0,3.95,0.0,10.32
2026-07-02,Thursday,1,01:00-02:00,Chat,Billing,0,0,4.04,0.0,10.41
2026-07-02,Thursday,1,01:00-02:00,Chat,Technical,0,0,5.3,0.0,11.67
2026-07-02,Thursday,1,01:00-02:00,Chat,Sales,0,0,4.25,0.0,10.62
2026-07-02,Thursday,1,01:00-02:00,Chat,General,0,0,2.56,0.0,8.93
2026-07-02,Thursday,1,01:00-02:00,Email,Billing,0,0,2.19,0.0,8.56
2026-07-02,Thursday,1,01:00-02:00,Email,Technical,0,0,3.06,0.0,9.43
2026-07-02,Thursday,1,01:00-02:00,Email,Sales,0,0,2.88,0.0,9.25
2026-07-02,Thursday,1,01:00-02:00,Email,General,0,0,1.33,0.0,7.7
2026-07-02,Thursday,2,02:00-03:00,Voice,Billing,0,0,5.23,0.0,11.6
2026-07-02,Thursday,2,02:00-03:00,Voice,Technical,0,0,9.56,3.19,15.93
2026-07-02,Thursday,2,02:00-03:00,Voice,Sales,0,0,6.83,0.46,13.2
