date,day_of_week,hour,interval,channel,skill_group,holiday,is_weekend,lag_24,lag_168,rolling_mean_24,predicted_calls
2026-06-30,Tuesday,23,23:00-00:00,Email,Billing,0,0,3,3,5.208333333333333,2.0
2026-06-30,Tuesday,23,23:00-00:00,Email,Technical,0,0,2,2,8.041666666666666,3.06
2026-06-30,Tuesday,23,23:00-00:00,Email,Sales,0,0,3,3,7.541666666666667,2.87
2026-06-30,Tuesday,23,23:00-00:00,Email,General,0,0,3,3,4.208333333333333,1.64
2026-07-01,Wednesday,0,00:00-01:00,Voice,Billing,0,0,4,4,13.958333333333334,4.9
2026-07-01,Wednesday,0,00:00-01:00,Voice,Technical,0,0,8,8,22.125,7.98
2026-07-01,Wednesday,0,00:00-01:00,Voice,Sales,0,0,9,9,19.375,6.64
2026-07-01,Wednesday,0,00:00-01:00,Voice,General,0,0,6,6,10.333333333333334,3.99
2026-07-01,Wednesday,0,00:00-01:00,Chat,Billing,0,0,4,4,8.791666666666666,3.18
2026-07-01,Wednesday,0,00:00-01:00,Chat,Technical,0,0,6,6,14.166666666666666,5.26
2026-07-01,Wednesday,0,00:00-01:00,Chat,Sales,0,0,4,4,11.583333333333334,4.38
2026-07-01,Wednesday,0,00:00-01:00,Chat,General,0,0,6,6,6.75,2.82
2026-07-01,Wednesday,0,00:00-01:00,Email,Billing,0,0,2,2,5.291666666666667,2.07
2026-07-01,Wednesday,0,00:00-01:00,Email,Technical,0,0,4,4,8.083333333333334,3.01
2026-07-01,Wednesday,0,00:00-01:00,Email,Sales,0,0,4,4,7.541666666666667,2.91
2026-07-01,Wednesday,0,00:00-01:00,Email,General,0,0,5,5,4.25,2.05
2026-07-01,Wednesday,1,01:00-02:00,Voice,Billing,0,0,7,7,13.875,4.82
2026-07-01,Wednesday,1,01:00-02:00,Voice,Technical,0,0,15,15,21.916666666666668,9.68
2026-07-01,Wednesday,1,01:00-02:00,Voice,Sales,0,0,9,9,19.375,6.53
2026-07-01,Wednesday,1,01:00-02:00,Voice,General,0,0,5,5,10.416666666666666,3.64
2026-07-01,Wednesday,1,01:00-02:00,Chat,Billing,0,0,2,2,8.75,3.01
2026-07-01,Wednesday,1,01:00-02:00,Chat,Technical,0,0,10,10,14.083333333333334,5.65
2026-07-01,Wednesday,1,01:00-02:00,Chat,Sales,0,0,6,6,11.375,4.34
2026-07-01,Wednesday,1,01:00-02:00,Chat,General,0,0,3,3,6.916666666666667,2.49
2026-07-01,Wednesday,1,01:00-02:00,Email,Billing,0,0,1,1,5.208333333333333,2.07
2026-07-01,Wednesday,1,01:00-02:00,Email,Technical,0,0,6,6,8.125,3.23
2026-07-01,Wednesday,1,01:00-02:00,Email,Sales,0,0,7,7,7.458333333333333,4.15
2026-07-01,Wednesday,1,01:00-02:00,Email,General,0,0,4,4,4.416666666666667,1.96
2026-07-01,Wednesday,2,02:00-03:00,Voice,Billing,0,0,1,1,14.083333333333334,5.17
2026-07-01,Wednesday,2,02:00-03:00,Voice,Technical,0,0,3,3,22.291666666666668,7.42
2026-07-01,Wednesday,2,02:00-03:00,Voice,Sales,0,0,1,1,19.666666666666668,6.41
2026-07-01,Wednesday,2,02:00-03:00,Voice,General,0,0,0,0,10.5,3.53
2026-07-01,Wednesday,2,02:00-03:00,Chat,Billing,0,0,3,3,8.75,3.05
2026-07-01,Wednesday,2,02:00-03:00,Chat,Technical,0,0,4,4,14.416666666666666,5.13
2026-07-01,Wednesday,2,02:00-03:00,Chat,Sales,0,0,3,3,11.5,4.37
2026-07-01,Wednesday,2,02:00-03:00,Chat,General,0,0,0,0,6.958333333333333,2.45
2026-07-01,Wednesday,2,02:00-03:00,Email,Billing,0,0,0,0,5.166666666666667,2.07
2026-07-01,Wednesday,2,02:00-03:00,Email,Technical,0,0,1,1,8.291666666666666,2.95
2026-07-01,Wednesday,2,02:00-03:00,Email,Sales,0,0,1,1,7.666666666666667,2.76
2026-07-01,Wednesday,2,02:00-03:00,Email,General,0,0,1,1,4.583333333333333,1.77
2026-07-01,Wednesday,3,03:00-04:00,Voice,Billing,0,0,1,1,14.0,5.17
2026-07-01,Wednesday,3,03:00-04:00,Voice,Technical,0,0,8,8,22.291666666666668,7.89
2026-07-01,Wednesday,3,03:00-04:00,Voice,Sales,0,0,9,9,19.458333333333332,6.84
2026-07-01,Wednesday,3,03:00-04:00,Voice,General,0,0,5,5,10.208333333333334,3.63
2026-07-01,Wednesday,3,03:00-04:00,Chat,Billing,0,0,3,3,8.75,3.05
2026-07-01,Wednesday,3,03:00-04:00,Chat,Technical,0,0,12,12,14.5,9.93
2026-07-01,Wednesday,3,03:00-04:00,Chat,Sales,0,0,9,9,11.458333333333334,5.09
2026-07-01,Wednesday,3,03:00-04:00,Chat,General,0,0,2,2,6.958333333333333,2.45
2026-07-01,Wednesday,3,03:00-04:00,Email,Billing,0,0,3,3,5.041666666666667,2.07
2026-07-01,Wednesday,3,03:00-04:00,Email,Technical,0,0,3,3,8.291666666666666,2.99
2026-07-01,Wednesday,3,03:00-04:00,Email,Sales,0,0,1,1,7.666666666666667,2.76
2026-07-01,Wednesday,3,03:00-04:00,Email,General,0,0,3,3,4.625,1.86
2026-07-01,Wednesday,4,04:00-05:00,Voice,Billing,0,0,6,6,13.875,4.98
2026-07-01,Wednesday,4,04:00-05:00,Voice,Technical,0,0,13,13,22.166666666666668,7.98
2026-07-01,Wednesday,4,04:00-05:00,Voice,Sales,0,0,13,13,19.25,8.49
2026-07-01,Wednesday,4,04:00-05:00,Voice,General,0,0,8,8,10.208333333333334,4.69
2026-07-01,Wednesday,4,04:00-05:00,Chat,Billing,0,0,8,8,8.708333333333334,3.22
2026-07-01,Wednesday,4,04:00-05:00,Chat,Technical,0,0,7,7,14.583333333333334,5.06
2026-07-01,Wednesday,4,04:00-05:00,Chat,Sales,0,0,5,5,11.583333333333334,4.35
2026-07-01,Wednesday,4,04:00-05:00,Chat,General,0,0,4,4,6.833333333333333,2.77
2026-07-01,Wednesday,4,04:00-05:00,Email,Billing,0,0,4,4,5.083333333333333,2.27
2026-07-01,Wednesday,4,04:00-05:00,Email,Technical,0,0,4,4,8.333333333333334,3.04
2026-07-01,Wednesday,4,04:00-05:00,Email,Sales,0,0,3,3,7.666666666666667,2.8
2026-07-01,Wednesday,4,04:00-05:00,Email,General,0,0,3,3,4.583333333333333,1.85
2026-07-01,Wednesday,5,05:00-06:00,Voice,Billing,0,0,6,6,13.916666666666666,5.06
2026-07-01,Wednesday,5,05:00-06:00,Voice,Technical,0,0,4,4,22.041666666666668,7.64
2026-07-01,Wednesday,5,05:00-06:00,Voice,Sales,0,0,9,9,19.25,6.2
2026-07-01,Wednesday,5,05:00-06:00,Voice,General,0,0,3,3,10.333333333333334,3.5
2026-07-01,Wednesday,5,05:00-06:00,Chat,Billing,0,0,3,3,8.833333333333334,3.05
2026-07-01,Wednesday,5,05:00-06:00,Chat,Technical,0,0,8,8,14.541666666666666,4.79
2026-07-01,Wednesday,5,05:00-06:00,Chat,Sales,0,0,7,7,11.541666666666666,4.6
2026-07-01,Wednesday,5,05:00-06:00,Chat,General,0,0,4,4,6.708333333333333,2.77
2026-07-01,Wednesday,5,05:00-06:00,Email,Billing,0,0,3,3,5.125,2.09
2026-07-01,Wednesday,5,05:00-06:00,Email,Technical,0,0,3,3,8.125,2.98
2026-07-01,Wednesday,5,05:00-06:00,Email,Sales,0,0,4,4,7.708333333333333,2.91
2026-07-01,Wednesday,5,05:00-06:00,Email,General,0,0,5,5,4.625,2.05
2026-07-01,Wednesday,6,06:00-07:00,Voice,Billing,0,0,5,5,13.791666666666666,4.89
2026-07-01,Wednesday,6,06:00-07:00,Voice,Technical,0,0,11,11,21.75,6.82
2026-07-01,Wednesday,6,06:00-07:00,Voice,Sales,0,0,3,3,18.916666666666668,7.0
2026-07-01,Wednesday,6,06:00-07:00,Voice,General,0,0,3,3,10.166666666666666,3.46
2026-07-01,Wednesday,6,06:00-07:00,Chat,Billing,0,0,2,2,8.708333333333334,3.0
2026-07-01,Wednesday,6,06:00-07:00,Chat,Technical,0,0,2,2,14.625,5.2
2026-07-01,Wednesday,6,06:00-07:00,Chat,Sales,0,0,3,3,11.625,4.32
2026-07-01,Wednesday,6,06:00-07:00,Chat,General,0,0,1,1,6.75,2.45
2026-07-01,Wednesday,6,06:00-07:00,Email,Billing,0,0,2,2,5.166666666666667,2.07
2026-07-01,Wednesday,6,06:00-07:00,Email,Technical,0,0,3,3,8.208333333333334,2.99
2026-07-01,Wednesday,6,06:00-07:00,Email,Sales,0,0,3,3,7.708333333333333,2.8
2026-07-01,Wednesday,6,06:00-07:00,Email,General,0,0,2,2,4.75,1.8
2026-07-01,Wednesday,7,07:00-08:00,Voice,Billing,0,0,1,1,13.958333333333334,5.07
2026-07-01,Wednesday,7,07:00-08:00,Voice,Technical,0,0,6,6,22.125,7.09
2026-07-01,Wednesday,7,07:00-08:00,Voice,Sales,0,0,7,7,18.958333333333332,6.72
2026-07-01,Wednesday,7,07:00-08:00,Voice,General,0,0,2,2,10.25,3.47
2026-07-01,Wednesday,7,07:00-08:00,Chat,Billing,0,0,1,1,8.791666666666666,3.02
2026-07-01,Wednesday,7,07:00-08:00,Chat,Technical,0,0,2,2,14.666666666666666,5.2
2026-07-01,Wednesday,7,07:00-08:00,Chat,Sales,0,0,3,3,11.666666666666666,4.28
2026-07-01,Wednesday,7,07:00-08:00,Chat,General,0,0,1,1,6.75,2.45
2026-07-01,Wednesday,7,07:00-08:00,Email,Billing,0,0,1,1,5.208333333333333,2.07
2026-07-01,Wednesday,7,07:00-08:00,Email,Technical,0,0,1,1,8.25,2.96
2026-07-01,Wednesday,7,07:00-08:00,Email,Sales,0,0,1,1,7.791666666666667,2.79
2026-07-01,Wednesday,7,07:00-08:00,Email,General,0,0,0,0,4.791666666666667,1.81
2026-07-01,Wednesday,8,08:00-09:00,Voice,Billing,0,0,10,10,13.833333333333334,12.13
2026-07-01,Wednesday,8,08:00-09:00,Voice,Technical,0,0,17,17,22.208333333333332,20.18
2026-07-01,Wednesday,8,08:00-09:00,Voice,Sales,0,0,18,18,19.208333333333332,19.51
2026-07-01,Wednesday,8,08:00-09:00,Voice,General,0,0,13,13,10.291666666666666,12.64
2026-07-01,Wednesday,8,08:00-09:00,Chat,Billing,0,0,6,6,8.791666666666666,8.7
2026-07-01,Wednesday,8,08:00-09:00,Chat,Technical,0,0,9,9,14.583333333333334,11.31
2026-07-01,Wednesday,8,08:00-09:00,Chat,Sales,0,0,14,14,11.541666666666666,13.32
2026-07-01,Wednesday,8,08:00-09:00,Chat,General,0,0,5,5,6.708333333333333,6.86
2026-07-01,Wednesday,8,08:00-09:00,Email,Billing,0,0,10,10,5.208333333333333,10.01
2026-07-01,Wednesday,8,08:00-09:00,Email,Technical,0,0,15,15,8.25,14.39
2026-07-01,Wednesday,8,08:00-09:00,Email,Sales,0,0,10,10,7.833333333333333,10.01
2026-07-01,Wednesday,8,08:00-09:00,Email,General,0,0,5,5,4.75,6.2
2026-07-01,Wednesday,9,09:00-10:00,Voice,Billing,0,0,20,20,13.75,20.13
2026-07-01,Wednesday,9,09:00-10:00,Voice,Technical,0,0,21,21,21.75,21.79
2026-07-01,Wednesday,9,09:00-10:00,Voice,Sales,0,0,24,24,19.5,23.22
2026-07-01,Wednesday,9,09:00-10:00,Voice,General,0,0,15,15,10.541666666666666,14.79
2026-07-01,Wednesday,9,09:00-10:00,Chat,Billing,0,0,17,17,8.5,18.07
2026-07-01,Wednesday,9,09:00-10:00,Chat,Technical,0,0,28,28,14.375,28.63
2026-07-01,Wednesday,9,09:00-10:00,Chat,Sales,0,0,27,27,11.791666666666666,25.55
2026-07-01,Wednesday,9,09:00-10:00,Chat,General,0,0,11,11,6.583333333333333,11.48
2026-07-01,Wednesday,9,09:00-10:00,Email,Billing,0,0,5,5,5.291666666666667,6.32
2026-07-01,Wednesday,9,09:00-10:00,Email,Technical,0,0,10,10,8.625,10.73
2026-07-01,Wednesday,9,09:00-10:00,Email,Sales,0,0,9,9,8.0,10.26
2026-07-01,Wednesday,9,09:00-10:00,Email,General,0,0,9,9,4.708333333333333,9.63
2026-07-01,Wednesday,10,10:00-11:00,Voice,Billing,0,0,17,17,13.708333333333334,21.33
2026-07-01,Wednesday,10,10:00-11:00,Voice,Technical,0,0,41,41,21.416666666666668,42.06
2026-07-01,Wednesday,10,10:00-11:00,Voice,Sales,0,0,35,35,19.416666666666668,40.25
2026-07-01,Wednesday,10,10:00-11:00,Voice,General,0,0,21,21,10.583333333333334,21.84
2026-07-01,Wednesday,10,10:00-11:00,Chat,Billing,0,0,20,20,8.583333333333334,18.06
2026-07-01,Wednesday,10,10:00-11:00,Chat,Technical,0,0,28,28,14.708333333333334,29.36
2026-07-01,Wednesday,10,10:00-11:00,Chat,Sales,0,0,21,21,12.25,22.27
2026-07-01,Wednesday,10,10:00-11:00,Chat,General,0,0,8,8,6.541666666666667,9.48
2026-07-01,Wednesday,10,10:00-11:00,Email,Billing,0,0,12,12,5.041666666666667,11.09
2026-07-01,Wednesday,10,10:00-11:00,Email,Technical,0,0,10,10,8.416666666666666,10.69
2026-07-01,Wednesday,10,10:00-11:00,Email,Sales,0,0,16,16,8.0,17.13
2026-07-01,Wednesday,10,10:00-11:00,Email,General,0,0,9,9,4.791666666666667,9.96
2026-07-01,Wednesday,11,11:00-12:00,Voice,Billing,0,0,31,31,13.25,31.37
2026-07-01,Wednesday,11,11:00-12:00,Voice,Technical,0,0,38,38,21.208333333333332,42.08
2026-07-01,Wednesday,11,11:00-12:00,Voice,Sales,0,0,49,49,19.166666666666668,42.9
2026-07-01,Wednesday,11,11:00-12:00,Voice,General,0,0,23,23,10.666666666666666,24.03
2026-07-01,Wednesday,11,11:00-12:00,Chat,Billing,0,0,18,18,8.708333333333334,20.53
2026-07-01,Wednesday,11,11:00-12:00,Chat,Technical,0,0,29,29,14.625,31.17
2026-07-01,Wednesday,11,11:00-12:00,Chat,Sales,0,0,29,29,12.166666666666666,29.01
2026-07-01,Wednesday,11,11:00-12:00,Chat,General,0,0,11,11,6.416666666666667,11.57
2026-07-01,Wednesday,11,11:00-12:00,Email,Billing,0,0,10,10,5.041666666666667,10.39
2026-07-01,Wednesday,11,11:00-12:00,Email,Technical,0,0,23,23,8.125,20.56
2026-07-01,Wednesday,11,11:00-12:00,Email,Sales,0,0,15,15,7.875,15.14
2026-07-01,Wednesday,11,11:00-12:00,Email,General,0,0,14,14,4.75,11.3
2026-07-01,Wednesday,12,12:00-13:00,Voice,Billing,0,0,42,42,13.333333333333334,33.24
2026-07-01,Wednesday,12,12:00-13:00,Voice,Technical,0,0,54,54,20.791666666666668,53.59
2026-07-01,Wednesday,12,12:00-13:00,Voice,Sales,0,0,48,48,19.041666666666668,43.48
2026-07-01,Wednesday,12,12:00-13:00,Voice,General,0,0,25,25,10.875,25.8
2026-07-01,Wednesday,12,12:00-13:00,Chat,Billing,0,0,18,18,8.791666666666666,20.57
2026-07-01,Wednesday,12,12:00-13:00,Chat,Technical,0,0,38,38,14.291666666666666,33.91
2026-07-01,Wednesday,12,12:00-13:00,Chat,Sales,0,0,30,30,12.166666666666666,29.87
2026-07-01,Wednesday,12,12:00-13:00,Chat,General,0,0,20,20,6.25,16.16
2026-07-01,Wednesday,12,12:00-13:00,Email,Billing,0,0,24,24,5.041666666666667,15.13
2026-07-01,Wednesday,12,12:00-13:00,Email,Technical,0,0,19,19,8.5,20.56
2026-07-01,Wednesday,12,12:00-13:00,Email,Sales,0,0,22,22,7.833333333333333,20.07
2026-07-01,Wednesday,12,12:00-13:00,Email,General,0,0,5,5,4.916666666666667,6.29
2026-07-01,Wednesday,13,13:00-14:00,Voice,Billing,0,0,37,37,13.666666666666666,31.14
2026-07-01,Wednesday,13,13:00-14:00,Voice,Technical,0,0,38,38,20.833333333333332,43.28
2026-07-01,Wednesday,13,13:00-14:00,Voice,Sales,0,0,45,45,19.208333333333332,44.0
2026-07-01,Wednesday,13,13:00-14:00,Voice,General,0,0,33,33,11.125,27.32
2026-07-01,Wednesday,13,13:00-14:00,Chat,Billing,0,0,20,20,8.666666666666666,21.24
2026-07-01,Wednesday,13,13:00-14:00,Chat,Technical,0,0,33,33,14.75,33.0
2026-07-01,Wednesday,13,13:00-14:00,Chat,Sales,0,0,34,34,12.166666666666666,30.11
2026-07-01,Wednesday,13,13:00-14:00,Chat,General,0,0,16,16,6.666666666666667,15.39
2026-07-01,Wednesday,13,13:00-14:00,Email,Billing,0,0,14,14,5.75,13.19
2026-07-01,Wednesday,13,13:00-14:00,Email,Technical,0,0,19,19,8.541666666666666,20.56
2026-07-01,Wednesday,13,13:00-14:00,Email,Sales,0,0,16,16,7.666666666666667,15.98
2026-07-01,Wednesday,13,13:00-14:00,Email,General,0,0,8,8,4.583333333333333,9.23
2026-07-01,Wednesday,14,14:00-15:00,Voice,Billing,0,0,28,28,13.583333333333334,29.5
2026-07-01,Wednesday,14,14:00-15:00,Voice,Technical,0,0,41,41,20.666666666666668,44.32
2026-07-01,Wednesday,14,14:00-15:00,Voice,Sales,0,0,35,35,18.958333333333332,41.26
2026-07-01,Wednesday,14,14:00-15:00,Voice,General,0,0,20,20,11.541666666666666,22.77
2026-07-01,Wednesday,14,14:00-15:00,Chat,Billing,0,0,26,26,8.625,22.55
2026-07-01,Wednesday,14,14:00-15:00,Chat,Technical,0,0,30,30,14.708333333333334,31.88
2026-07-01,Wednesday,14,14:00-15:00,Chat,Sales,0,0,30,30,12.375,29.73
2026-07-01,Wednesday,14,14:00-15:00,Chat,General,0,0,13,13,6.666666666666667,13.83
2026-07-01,Wednesday,14,14:00-15:00,Email,Billing,0,0,6,6,5.75,7.25
2026-07-01,Wednesday,14,14:00-15:00,Email,Technical,0,0,19,19,7.958333333333333,19.94
2026-07-01,Wednesday,14,14:00-15:00,Email,Sales,0,0,15,15,7.708333333333333,15.14
2026-07-01,Wednesday,14,14:00-15:00,Email,General,0,0,7,7,4.583333333333333,7.42
2026-07-01,Wednesday,15,15:00-16:00,Voice,Billing,0,0,29,29,13.208333333333334,26.8
2026-07-01,Wednesday,15,15:00-16:00,Voice,Technical,0,0,42,42,20.125,42.24
2026-07-01,Wednesday,15,15:00-16:00,Voice,Sales,0,0,40,40,18.625,39.45
2026-07-01,Wednesday,15,15:00-16:00,Voice,General,0,0,28,28,11.541666666666666,25.83
2026-07-01,Wednesday,15,15:00-16:00,Chat,Billing,0,0,18,18,9.083333333333334,19.06
2026-07-01,Wednesday,15,15:00-16:00,Chat,Technical,0,0,35,35,14.25,30.64
2026-07-01,Wednesday,15,15:00-16:00,Chat,Sales,0,0,30,30,12.583333333333334,27.03
2026-07-01,Wednesday,15,15:00-16:00,Chat,General,0,0,9,9,6.416666666666667,10.4
2026-07-01,Wednesday,15,15:00-16:00,Email,Billing,0,0,9,9,5.416666666666667,10.08
2026-07-01,Wednesday,15,15:00-16:00,Email,Technical,0,0,29,29,8.083333333333334,19.55
2026-07-01,Wednesday,15,15:00-16:00,Email,Sales,0,0,14,14,7.583333333333333,14.2
2026-07-01,Wednesday,15,15:00-16:00,Email,General,0,0,4,4,4.583333333333333,5.87
2026-07-01,Wednesday,16,16:00-17:00,Voice,Billing,0,0,12,12,13.333333333333334,13.17
2026-07-01,Wednesday,16,16:00-17:00,Voice,Technical,0,0,36,36,19.875,36.95
2026-07-01,Wednesday,16,16:00-17:00,Voice,Sales,0,0,37,37,18.5,30.89
2026-07-01,Wednesday,16,16:00-17:00,Voice,General,0,0,20,20,11.708333333333334,19.93
2026-07-01,Wednesday,16,16:00-17:00,Chat,Billing,0,0,14,14,8.875,14.13
2026-07-01,Wednesday,16,16:00-17:00,Chat,Technical,0,0,23,23,14.458333333333334,22.64
2026-07-01,Wednesday,16,16:00-17:00,Chat,Sales,0,0,23,23,13.166666666666666,21.75
2026-07-01,Wednesday,16,16:00-17:00,Chat,General,0,0,5,5,6.125,6.53
2026-07-01,Wednesday,16,16:00-17:00,Email,Billing,0,0,8,8,5.291666666666667,9.51
2026-07-01,Wednesday,16,16:00-17:00,Email,Technical,0,0,16,16,8.625,16.35
2026-07-01,Wednesday,16,16:00-17:00,Email,Sales,0,0,15,15,7.583333333333333,14.75
2026-07-01,Wednesday,16,16:00-17:00,Email,General,0,0,6,6,4.291666666666667,6.89
2026-07-01,Wednesday,17,17:00-18:00,Voice,Billing,0,0,12,12,13.208333333333334,13.46
2026-07-01,Wednesday,17,17:00-18:00,Voice,Technical,0,0,29,29,20.208333333333332,26.06
2026-07-01,Wednesday,17,17:00-18:00,Voice,Sales,0,0,26,26,18.833333333333332,22.5
2026-07-01,Wednesday,17,17:00-18:00,Voice,General,0,0,15,15,11.458333333333334,15.18
2026-07-01,Wednesday,17,17:00-18:00,Chat,Billing,0,0,10,10,8.791666666666666,10.48
2026-07-01,Wednesday,17,17:00-18:00,Chat,Technical,0,0,8,8,14.666666666666666,10.56
2026-07-01,Wednesday,17,17:00-18:00,Chat,Sales,0,0,10,10,13.625,11.96
2026-07-01,Wednesday,17,17:00-18:00,Chat,General,0,0,6,6,6.125,7.09
2026-07-01,Wednesday,17,17:00-18:00,Email,Billing,0,0,12,12,5.416666666666667,10.86
2026-07-01,Wednesday,17,17:00-18:00,Email,Technical,0,0,8,8,8.833333333333334,9.48
2026-07-01,Wednesday,17,17:00-18:00,Email,Sales,0,0,12,12,7.666666666666667,13.11
2026-07-01,Wednesday,17,17:00-18:00,Email,General,0,0,2,2,4.375,2.05
2026-07-01,Wednesday,18,18:00-19:00,Voice,Billing,0,0,1,1,13.083333333333334,4.68
2026-07-01,Wednesday,18,18:00-19:00,Voice,Technical,0,0,8,8,20.041666666666668,7.32
2026-07-01,Wednesday,18,18:00-19:00,Voice,Sales,0,0,6,6,19.166666666666668,6.41
2026-07-01,Wednesday,18,18:00-19:00,Voice,General,0,0,3,3,11.416666666666666,4.11
2026-07-01,Wednesday,18,18:00-19:00,Chat,Billing,0,0,2,2,8.916666666666666,3.02
2026-07-01,Wednesday,18,18:00-19:00,Chat,Technical,0,0,8,8,14.458333333333334,4.77
2026-07-01,Wednesday,18,18:00-19:00,Chat,Sales,0,0,1,1,13.541666666666666,4.31
2026-07-01,Wednesday,18,18:00-19:00,Chat,General,0,0,4,4,6.0,2.25
2026-07-01,Wednesday,18,18:00-19:00,Email,Billing,0,0,2,2,5.791666666666667,2.1
2026-07-01,Wednesday,18,18:00-19:00,Email,Technical,0,0,3,3,8.916666666666666,3.03
2026-07-01,Wednesday,18,18:00-19:00,Email,Sales,0,0,6,6,7.875,2.87
2026-07-01,Wednesday,18,18:00-19:00,Email,General,0,0,2,2,4.333333333333333,1.71
2026-07-01,Wednesday,19,19:00-20:00,Voice,Billing,0,0,2,2,12.875,4.62
2026-07-01,Wednesday,19,19:00-20:00,Voice,Technical,0,0,2,2,19.958333333333332,6.63
2026-07-01,Wednesday,19,19:00-20:00,Voice,Sales,0,0,3,3,19.125,6.71
2026-07-01,Wednesday,19,19:00-20:00,Voice,General,0,0,1,1,11.458333333333334,4.15
2026-07-01,Wednesday,19,19:00-20:00,Chat,Billing,0,0,1,1,8.833333333333334,3.02
2026-07-01,Wednesday,19,19:00-20:00,Chat,Technical,0,0,1,1,14.208333333333334,5.46
2026-07-01,Wednesday,19,19:00-20:00,Chat,Sales,0,0,2,2,13.458333333333334,4.36
2026-07-01,Wednesday,19,19:00-20:00,Chat,General,0,0,2,2,6.041666666666667,2.63
2026-07-01,Wednesday,19,19:00-20:00,Email,Billing,0,0,3,3,5.708333333333333,2.09
2026-07-01,Wednesday,19,19:00-20:00,Email,Technical,0,0,1,1,8.833333333333334,3.02
2026-07-01,Wednesday,19,19:00-20:00,Email,Sales,0,0,2,2,7.958333333333333,2.87
2026-07-01,Wednesday,19,19:00-20:00,Email,General,0,0,2,2,4.333333333333333,1.72
2026-07-01,Wednesday,20,20:00-21:00,Voice,Billing,0,0,7,7,12.708333333333334,4.86
2026-07-01,Wednesday,20,20:00-21:00,Voice,Technical,0,0,7,7,19.75,6.78
2026-07-01,Wednesday,20,20:00-21:00,Voice,Sales,0,0,6,6,19.083333333333332,6.29
2026-07-01,Wednesday,20,20:00-21:00,Voice,General,0,0,2,2,11.416666666666666,4.05
2026-07-01,Wednesday,20,20:00-21:00,Chat,Billing,0,0,4,4,8.791666666666666,3.23
2026-07-01,Wednesday,20,20:00-21:00,Chat,Technical,0,0,7,7,14.083333333333334,5.32
2026-07-01,Wednesday,20,20:00-21:00,Chat,Sales,0,0,5,5,13.375,4.37
2026-07-01,Wednesday,20,20:00-21:00,Chat,General,0,0,2,2,6.0,2.62
2026-07-01,Wednesday,20,20:00-21:00,Email,Billing,0,0,2,2,5.833333333333333,2.1
2026-07-01,Wednesday,20,20:00-21:00,Email,Technical,0,0,2,2,8.75,3.02
2026-07-01,Wednesday,20,20:00-21:00,Email,Sales,0,0,3,3,7.875,2.81
2026-07-01,Wednesday,20,20:00-21:00,Email,General,0,0,2,2,4.291666666666667,1.72
2026-07-01,Wednesday,21,21:00-22:00,Voice,Billing,0,0,1,1,12.583333333333334,4.75
2026-07-01,Wednesday,21,21:00-22:00,Voice,Technical,0,0,7,7,19.541666666666668,6.46
2026-07-01,Wednesday,21,21:00-22:00,Voice,Sales,0,0,7,7,19.041666666666668,6.35
2026-07-01,Wednesday,21,21:00-22:00,Voice,General,0,0,1,1,11.333333333333334,4.87
2026-07-01,Wednesday,21,21:00-22:00,Chat,Billing,0,0,5,5,8.708333333333334,2.78
2026-07-01,Wednesday,21,21:00-22:00,Chat,Technical,0,0,2,2,14.25,4.97
2026-07-01,Wednesday,21,21:00-22:00,Chat,Sales,0,0,5,5,13.208333333333334,4.31
2026-07-01,Wednesday,21,21:00-22:00,Chat,General,0,0,3,3,6.0,2.56
2026-07-01,Wednesday,21,21:00-22:00,Email,Billing,0,0,0,0,5.833333333333333,2.1
2026-07-01,Wednesday,21,21:00-22:00,Email,Technical,0,0,2,2,8.666666666666666,3.0
2026-07-01,Wednesday,21,21:00-22:00,Email,Sales,0,0,3,3,7.958333333333333,2.9
2026-07-01,Wednesday,21,21:00-22:00,Email,General,0,0,0,0,4.375,1.73
2026-07-01,Wednesday,22,22:00-23:00,Voice,Billing,0,0,6,6,12.375,4.65
2026-07-01,Wednesday,22,22:00-23:00,Voice,Technical,0,0,17,17,19.416666666666668,15.55
2026-07-01,Wednesday,22,22:00-23:00,Voice,Sales,0,0,6,6,19.083333333333332,6.29
2026-07-01,Wednesday,22,22:00-23:00,Voice,General,0,0,6,6,11.166666666666666,3.37
2026-07-01,Wednesday,22,22:00-23:00,Chat,Billing,0,0,6,6,8.833333333333334,2.83
2026-07-01,Wednesday,22,22:00-23:00,Chat,Technical,0,0,7,7,14.166666666666666,5.29
2026-07-01,Wednesday,22,22:00-23:00,Chat,Sales,0,0,12,12,13.208333333333334,11.46
2026-07-01,Wednesday,22,22:00-23:00,Chat,General,0,0,3,3,6.0,2.56
2026-07-01,Wednesday,22,22:00-23:00,Email,Billing,0,0,3,3,5.791666666666667,2.12
2026-07-01,Wednesday,22,22:00-23:00,Email,Technical,0,0,6,6,8.625,2.85
2026-07-01,Wednesday,22,22:00-23:00,Email,Sales,0,0,1,1,8.0,2.94
2026-07-01,Wednesday,22,22:00-23:00,Email,General,0,0,2,2,4.291666666666667,1.72
2026-07-01,Wednesday,23,23:00-00:00,Voice,Billing,0,0,2,2,12.416666666666666,4.63
2026-07-01,Wednesday,23,23:00-00:00,Voice,Technical,0,0,4,4,19.833333333333332,7.11
2026-07-01,Wednesday,23,23:00-00:00,Voice,Sales,0,0,4,4,18.875,6.51
2026-07-01,Wednesday,23,23:00-00:00,Voice,General,0,0,1,1,10.916666666666666,3.6
